"Gene","logFC","adj.P.Val"
"TMEM30A",0.565734738120907,0.370553837168732
"SLU7",0.520645649462638,0.370553837168732
"PSMC6",0.595626204124736,0.370553837168732
"TLR5",0.623514312292904,0.370553837168732
"MT-ATP6",-0.570538178448233,0.370553837168732
"RICTOR",0.724865432480429,0.370553837168732
"TBL1XR1",0.526055066405113,0.370553837168732
"ICA1",-0.574382384394065,0.370553837168732
"XRCC4",0.608514119865427,0.370553837168732
"CPSF1",-0.626362204250019,0.370553837168732
"OSGIN1",-0.571007912735632,0.370553837168732
"S100A12",1.02649896045089,0.370553837168732
"COX7A2",0.597840722329062,0.370553837168732
"RAD1",0.538139952117052,0.370553837168732
"CCNT2",0.653961466807085,0.370553837168732
"TMEM170B",0.662054508646033,0.370553837168732
"PJA2",0.689976403327656,0.370553837168732
"NT5C3",0.592891102423391,0.370553837168732
"VBP1",0.586878995248064,0.370553837168732
"DNAJC25-GNG10",1.79406576298991,0.370553837168732
"IFI27",1.23552435399139,0.370553837168732
"GALNT3",0.621989804957053,0.370553837168732
"TKTL1",-0.561269182948269,0.370553837168732
"ACSL4",0.805148658134359,0.370553837168732
"IMMP1L",1.63689852178645,0.370553837168732
"VNN1",1.19340372070253,0.370553837168732
"P2RY14",0.694678719727821,0.370553837168732
"GPR34",0.662445871452076,0.370553837168732
"MIR1307",1.94725733273772,0.370553837168732
"CCDC154",-0.852026845421018,0.370553837168732
"PHTF2",0.577538012837324,0.370553837168732
"CCDC126",0.539906912691346,0.370553837168732
"RB1CC1",0.731912990736087,0.370673303797956
"VRK1",0.568986586676152,0.371416334804966
"WDFY1",0.53146756775362,0.372070061081228
"DNAL1",0.807577680667896,0.373061661724382
"TRAV40",-0.856285960131203,0.373061661724382
"UPK3A",-0.697288134673573,0.373799994305929
"CTBS",0.528817526346455,0.374238913833624
"PRR5L",-0.528005579580331,0.374278778051506
"AQP9",0.58980871668022,0.374278778051506
"RIT1",0.544866234259768,0.374278778051506
"MYEOV",-0.861669298354593,0.375574230427837
"PER1",-0.709536411389189,0.375574230427837
"TMX3",0.603340411097661,0.377246366210025
"KCNJ2",0.819863483414204,0.377942781120078
"JMJD1C",0.664771939894543,0.37858722316611
"TM6SF1",0.552337379400444,0.379172471140891
"RWDD3",0.569391385769433,0.379172471140891
"ZEB1",0.580310631680274,0.379172471140891
"MAOA",0.814358565354133,0.380555596892101
"MT-CO2",-0.517775325754103,0.382594019449444
"IQGAP2",0.547052556696803,0.382594019449444
"SP3",0.643432037702932,0.383589966164674
"KCTD12",0.539835148614311,0.383589966164674
"RP2",0.758999003885173,0.383589966164674
"ATP1A3",-0.636015109609779,0.383589966164674
"NKG7",-0.760701972618691,0.383589966164674
"USP1",0.537649693990461,0.383589966164674
"MNDA",0.517058327867433,0.383589966164674
"HMGB2",0.794649564590488,0.383589966164674
"NRBF2",0.513352301861159,0.383609562523476
"TXN",0.629094742698331,0.383609562523476
"YPEL5",0.503264860909915,0.383609562523476
"KREMEN1",0.816887286554128,0.385222732619612
"DHX36",0.52988370627172,0.388749650654258
"BCL6",0.790037134791403,0.389161586947735
"RRM2B",0.697345612258276,0.390130518470922
"RCBTB1",0.548348880291293,0.390130518470922
"EMID1",-0.5789915742976,0.390130518470922
"ARHGEF17",-0.598845724015914,0.390130518470922
"MATN2",0.792128840378302,0.390130518470922
"DISC1",0.511624254771772,0.390130518470922
"NUFIP2",0.506962380504123,0.390130518470922
"PLCXD2",0.524776005966712,0.390130518470922
"CSTA",0.745427475845425,0.390240904832982
"SUZ12",0.535641023879347,0.390424692218486
"SCAMP5",-0.52608985940881,0.390424692218486
"CD74",-0.522694329975071,0.390424692218486
"PPIAL4G",0.511110240877352,0.390424692218486
"PDZK1IP1",-0.804933835994505,0.390993679880514
"TC2N",0.584232687287146,0.390993679880514
"HSP90AA1",0.509983062780494,0.391024173064129
"EDEM3",0.700322057776054,0.391024173064129
"THAP5",0.688640411122108,0.391809777176979
"RNASE1",0.912216248418853,0.391809777176979
"NEK7",0.781458474506699,0.391809777176979
"ARRDC3",0.608136967927801,0.391809777176979
"CD48",0.544469834921979,0.391809777176979
"FRMD3",0.555794767441837,0.396420965136957
"ERGIC2",0.5560383295568,0.396420965136957
"CXCL5",0.618667823922679,0.396420965136957
"RSL24D1",0.646638764292604,0.396420965136957
"ZNF281",0.611234344859079,0.396420965136957
"POLE4",0.54164715640294,0.396420965136957
"UBXN2B",0.539875665745196,0.396420965136957
"MMRN1",0.505861776700995,0.396420965136957
"SOS2",0.57233721538032,0.396420965136957
"FOXN2",0.700062087586277,0.396420965136957
"TLR4",0.671588826291549,0.396420965136957
"MT-ND1",-0.517674972498247,0.396420965136957
"TLR9",0.528902621348284,0.396420965136957
"DSE",0.538652695329472,0.396420965136957
"MMP23B",-0.611522163943615,0.396420965136957
"TMX4",0.517538204659834,0.396420965136957
"MRPS28",0.719571330919741,0.396420965136957
"MT-ND6",-0.582666117362649,0.396420965136957
"DDX3X",0.581471745998257,0.397340266327026
"IER3IP1",0.51177745052057,0.397340266327026
"RGS9",-0.536301059909295,0.397340266327026
"CDKN3",0.859127994157598,0.397340266327026
"RAB36",0.529418107091411,0.397340266327026
"CTSW",-0.590417880689795,0.397340266327026
"MEGF9",0.643044425937241,0.397340266327026
"SAMD9L",0.655249709637703,0.401318954696424
"SIAH2",0.527829036466941,0.402085688605806
"DUSP8",-0.582058565465342,0.402085688605806
"APOBEC3A",0.627288120536957,0.402085688605806
"CABP4",-0.632715656907392,0.402575813450337
"SEMA6B",0.509576005406212,0.402898701909986
"SPDYC",0.710569146700762,0.402898701909986
"MAP1S",-0.50692296637245,0.402898701909986
"TLR8",0.560045353129371,0.403310229840667
"ALOX15",-1.1679849301792,0.403310229840667
"TGFA",0.550087380882061,0.403310229840667
"PCMTD2",0.535007143850515,0.403310229840667
"SNX4",0.537708207661667,0.403310229840667
"JAZF1",-0.511308798518551,0.403310229840667
"CEPT1",0.502240891045734,0.403310229840667
"CCL3L3",-0.882172763843158,0.403310229840667
"PDXP",-0.634170062583474,0.403310229840667
"WNT10A",-0.523797421611756,0.403310229840667
