"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"FANCL",0.804529811442732,1.57066568184822,3.69410675492699,0.000957330731780391,0.346377270056899,-0.86266032868294
"CTD-2516F10.2.1",0.987453563736652,0.73766376880984,3.69398035314237,0.000957648972622795,0.346377270056899,-0.862911434085402
"CCL4",-0.829521824204515,4.42102003085216,-3.6890086140122,0.000970248496242077,0.346377270056899,-0.8727868053183
"BTF3L4",0.61049927768511,2.8137154517652,3.68225641373731,0.000987619404494531,0.346377270056899,-0.886194576838271
"LAMTOR3",0.915040392966057,3.6439134623573,3.67623957587142,0.00100335384951596,0.346377270056899,-0.898138093512926
"GIMAP2",0.826110626187893,5.03498195414614,3.66392416586181,0.00103632553197166,0.346377270056899,-0.922572280067501
"GAS7",0.611835566898868,4.60108391694323,3.65240969520664,0.00106810703007271,0.346377270056899,-0.945402414045924
"WTAP",0.575490347962436,4.84118921042101,3.63597212335809,0.00111512838640007,0.346377270056899,-0.977968095753976
"LYRM5",0.762464908791702,2.72848571544654,3.62072456637644,0.00116054462174243,0.346377270056899,-1.00814849801159
"RP11-307L3.2.1",0.822781617522254,4.71275944002083,3.6204355808249,0.00116142255206477,0.346377270056899,-1.00872024272145
"PROK2",0.888562878698339,6.78521251663721,3.61104713685626,0.00119029878280015,0.346377270056899,-1.02728948020854
"ST3GAL6",0.784021362209867,3.14777435257426,3.58628990067846,0.00126983681510708,0.346377270056899,-1.07620545582262
"LGR6",-0.987666623302531,1.75847581701743,-3.56491079469447,0.00134266255394161,0.346377270056899,-1.11838559968778
"ACTA2",-0.928649687139736,3.08085260238651,-3.56423537606824,0.00134502824143272,0.346377270056899,-1.1197172262709
"KB-431C1.4.1",0.923482850059976,3.21160133613408,3.54904998973441,0.00139929798355063,0.346377270056899,-1.14964045639158
"CNIH",0.66968282141009,3.93583586173833,3.54681908566562,0.00140744796700709,0.346377270056899,-1.15403397030051
"SRGN",0.847502635341074,9.18222155941445,3.54428973158566,0.00141674403952775,0.346377270056899,-1.15901445100514
"IKBIP",0.898443339785251,3.70096930010454,3.54285346553954,0.00142204923421991,0.346377270056899,-1.16184218435626
"CCL4L1",-1.01025763252245,2.63821160934822,-3.53501001448899,0.00145136307798506,0.346377270056899,-1.17727957913731
"HIST2H4B",0.619231141972208,2.83538134294419,3.53188203106259,0.00146321645219519,0.346377270056899,-1.18343373539768
"AC024580.1",0.734290565936483,1.14084053292661,3.52372801867159,0.00149455937644501,0.346377270056899,-1.19947011795908
"RP11-638I2.6.1",-1.26242489835723,3.01786491268604,-3.5213510047076,0.0015038183417794,0.346377270056899,-1.20414324780659
"HIST2H4A",0.619231141972208,2.8373006646458,3.52115632998621,0.00150457910242097,0.346377270056899,-1.20452593739838
"DYNLT3",0.655451055798963,1.78816274057377,3.5044092319826,0.00157144150297469,0.346377270056899,-1.23742753510865
"CAPZA1",0.805180127830708,5.87568447534559,3.50170821679621,0.00158249179563123,0.346377270056899,-1.24273031116086
"ATP6V1G1",0.661752859083235,5.39997386524067,3.49907728672647,0.00159332781000967,0.346377270056899,-1.24789449940987
"RPL22L1",1.03829948417602,2.1041900892985,3.4942188120058,0.00161352788823837,0.346377270056899,-1.25742849205537
"PRKAR2B",1.13227107546623,2.66268024560102,3.47311892558209,0.00170417322392032,0.346377270056899,-1.29879419690555
"CNIH4",0.757287153754712,3.53769159720137,3.46732972452882,0.0017298944409412,0.346377270056899,-1.31013235602336
"ATP5C1",0.814378058696381,4.85420257609438,3.46485133831415,0.00174102045445348,0.346377270056899,-1.31498475788052
"CEP152",0.56042406017895,0.963955578189561,3.45807912799974,0.00177177707667477,0.346377270056899,-1.32823930087682
"ZNF613",0.561805260588727,1.35027471913574,3.45561193648188,0.00178311233176922,0.346377270056899,-1.333066364492
"MMD",0.778418871968595,2.31797399057391,3.44793647031261,0.00181882740755801,0.346377270056899,-1.34807752576288
"MARCH7",0.864220085006592,4.92463289027221,3.43458259686906,0.00188262236167609,0.346377270056899,-1.37417262419446
"ITSN2",0.649200797180434,4.76662926102218,3.42405032475839,0.00193446028043021,0.346377270056899,-1.39473441954385
"RP1-172N19.4.1",0.892242801604013,1.42242604775716,3.41012827219008,0.00200510513172574,0.346377270056899,-1.42188705598778
"RP11-392O18.1.1",0.708163442837946,4.45371241625088,3.4076309319734,0.00201803862299963,0.346377270056899,-1.42675442015605
"CEP19",0.74267181137889,3.60705303281042,3.40475120842311,0.00203305259198383,0.346377270056899,-1.43236580737397
"ASNSD1",0.770207888610081,2.86188566073774,3.40416495989225,0.00203612231068024,0.346377270056899,-1.43350799830591
"MAN1A1",0.916033726235263,2.85889596760991,3.40211241653412,0.00204690520262232,0.346377270056899,-1.43750653950139
"SLC4A7",0.682213002991015,1.39878320133674,3.38976137231136,0.00211296547087215,0.346377270056899,-1.46155297460913
"RP1-90J20.11.1",0.649205698093693,2.33562745417428,3.38832577874085,0.00212077618235791,0.346377270056899,-1.46434632655482
"C1orf52",0.696065478566617,2.79106421312018,3.38301954041697,0.00214988897143509,0.346377270056899,-1.47466814376688
"OSGIN2",0.862504506305883,2.76459616170031,3.3755113772367,0.00219174318035587,0.346377270056899,-1.48926517210653
"RP11-14N7.2.1",-0.723278434000601,4.63127949682351,-3.37303830902037,0.00220570079143758,0.346377270056899,-1.49407112632396
"CTD-2323K18.1.1",-0.871186791293737,0.674144116706254,-3.35531206910699,0.0023082875216551,0.346377270056899,-1.52848840422882
"RP11-156F12.1.1",0.708663909890084,1.51885539312455,3.33950441774087,0.00240364301273236,0.346377270056899,-1.55913482781415
