"ENSEMBL_ID"	"Gene_ID"	"ntRA_01"	"ntRA_02"	"ntRA_03"	"ntRA_04"	"ntRA_05"	"HC_01"	"HC_02"	"HC_03"	"HC_04"	"HC_05"	"HC_06"	"HC_07"	"HC_08"	"HC_09"	"HC_10"	"HC_11"	"HC_12"	"tRA_01"	"tRA_02"	"tRA_03"	"tRA_04"	"tRA_05"	"tRA_06"	"tRA_07"
"ENSG00000185811"	"IKZF1"	41.8805	54.0399	51.4672	40.4215	42.4137	65.403	45.5789	42.4291	46.7153	40.263	54.5808	42.7097	43.3602	48.7625	45.117	62.1926	48.5656	49.1709	49.5833	45.1758	55.9914	43.8337	37.7896	54.5474
"ENSG00000185813"	"PCYT2"	8.89219	10.321	5.16956	8.27451	5.05581	9.14333	9.02871	8.65221	9.88603	6.79072	7.94722	10.8427	5.7047	11.4153	9.37469	11.8764	5.737	6.24238	2.87503	5.6809	9.28747	10.1025	6.80619	3.53042
"ENSG00000185818"	"NAT8L"	0.0241254	0.176781	0.0215026	0	0.095707	0	0.141293	0.144947	0.237174	0.0479195	0.220027	0.0365468	0.0990999	0.133021	0.200369	0.316879	0.492202	0	0	0.128595	0.318349	0.134711	0.0296422	0.0225734
"ENSG00000185821"	"OR6C76"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000185823"	"C15orf2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000185825"	"BCAP31"	156.192	142.63	99.3339	142.359	96.422	145.458	169.843	126.083	149.161	137.928	149.461	151.594	134.507	178.73	173.022	163.377	153.262	158.886	128.573	130.881	122.649	140.264	164.343	129.757
"ENSG00000185829"	"ARL17A"	2.2663	4.27832	3.46807	2.90818	1.15163	2.19815	1.45761	1.53775	2.52092	1.88006	4.03876	2.16222	1.21769	2.02163	1.26324	2.42882	2.98163	4.92901	0.778593	1.95061	2.96864	7.26187	0.937181	0.926019
"ENSG00000185834"	"RPL12P4"	254.884	279.94	204.93	263.397	216.222	321.22	259.946	210.573	306.556	210.523	239.76	236.173	235.927	283.841	239.286	268.405	209.731	278.421	78.7236	156.661	319.751	347.031	267.627	167.496
"ENSG00000185837"	"CECR5-AS1"	0	0.237136	0	0	0.608214	0	0	0.877803	0	1.50252	0	0	0	1.04895	0	0	0	0	0	0	0	0.954172	0.950421	0
"ENSG00000185838"	"GNB1L"	4.60683	8.5459	4.82341	5.87018	4.28404	6.37815	7.41638	7.69855	8.82906	3.47425	4.79981	8.59829	4.65897	9.57695	7.93241	6.26455	5.13442	5.8452	2.22023	4.53682	8.61494	6.80237	5.50665	2.18835
"ENSG00000185839"	"RP4-592A1.2.1"	37.1526	55.5524	44.6481	42.5866	30.534	57.7446	27.3182	28.5447	41.4121	26.3946	32.7823	26.0957	36.9701	52.1629	30.548	51.59	53.0368	53.1466	40.7394	44.9478	67.4418	46.3063	39.0938	50.4325
"ENSG00000185842"	"DNAH14"	0.0156582	0	0	0.30837	0.0138118	0.0211944	0.0229311	0.0352896	0.0427809	0	0	0.047476	0.557744	0	0.0243961	0	0	0.0193568	0.0103075	0.0208768	0.295573	0	0.581055	0.0526246
"ENSG00000185847"	"RP1-46F2.2.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000185860"	"C1orf110"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000185862"	"EVI2B"	419.071	389.359	437.977	403.664	574.432	278.552	344.728	357.947	344.525	370.77	322.351	326.178	469.875	253.464	338.433	337.345	394.461	350.102	541.189	535.225	300.7	400.027	384.89	585.588
"ENSG00000185863"	"TMEM210"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000185864"	"RP11-645C24.1.1"	9.51992	20.5495	16.7459	15.8255	17.4661	31.0442	21.8154	21.5713	19.4711	19.3759	23.5648	21.5113	14.9275	29.2543	22.8359	27.7607	19.8212	17.5049	12.2522	15.9097	29.0375	11.5024	13.932	31.7475
"ENSG00000185869"	"ZNF829"	0.372626	0.435739	0.621095	0.421467	0.479234	0.335499	0.21169	0.339304	0.302253	0.376857	0.118664	0.25662	0.194865	0.511226	0.211053	0.2872	0.266395	0.200962	0.0713423	0.0361205	0.171701	0.235445	0.179815	0.282209
"ENSG00000185873"	"TMPRSS11B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000185875"	"THNSL1"	0.779641	1.15794	0.497152	0.65672	1.33815	1.60557	0.817205	0.34052	0.83917	0.529032	0.441008	0.900566	0.838143	0.566658	0.697231	1.25068	0.333051	0.418059	0.367112	0.450811	1.48951	0.737976	0.505288	0.814807
"ENSG00000185880"	"TRIM69"	24.6449	26.9566	32.1038	26.5374	21.9124	19.4811	26.0933	14.9298	18.3684	19.6523	15.3688	22.3905	18.869	17.6554	18.5547	27.3031	21.6658	20.0186	28.4875	22.9256	32.9083	31.0121	21.1849	26.3066
"ENSG00000185883"	"ATP6V0C"	339.949	315.033	269.66	394.531	279.522	385.676	461.294	420.076	530.604	562.333	415.952	416.258	331.123	430.711	440.375	354.768	432.344	432.458	380.281	405.17	343.534	351.276	390.618	188.802
"ENSG00000185885"	"IFITM1"	1031.07	746.067	629.713	1071.63	774.152	578.574	1005.71	586.909	606.784	652.491	626.05	702.408	884.394	847.724	792.724	794.264	631.784	672.366	718.365	589.384	645.929	1382.49	1141.97	1615.64
"ENSG00000185888"	"PRSS38"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000185894"	"BPY2C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000185896"	"LAMP1"	82.5411	83.2895	77.0996	83.998	63.1523	94.0309	111.115	107.233	112.565	88.998	118.635	94.4253	79.3791	98.6525	99.5083	85.0228	92.8387	98.748	100.296	89.9345	83.5946	96.7126	86.031	73.249
"ENSG00000185897"	"FFAR3"	2.55235	0.774428	1.71688	0.678234	1.15971	0.48615	1.03338	3.06576	0.837669	0.869113	0.900991	0.795181	1.62243	0.611153	0.825668	1.14287	1.93275	2.27487	2.25025	0.467067	0.579304	2.9373	2.15759	0.763574
"ENSG00000185899"	"TAS2R60"	0	0.133226	0	0	0.29125	0	0	0.186889	0	0	0	0	0.170394	0	0	0	0.281645	0	0.326734	0.220289	0.350597	0	0	0
"ENSG00000185900"	"SGK196.1"	0.0770916	0.185109	1.5609	0.424654	0.635475	0.521608	1.95224	1.13643	0.450441	0.304883	0.336525	0.116234	0.801403	0.105858	0.513612	0.599497	0.260089	0.51234	0.202307	0.102381	0.162483	0.636193	0.787144	0.461299
"ENSG00000185903"	"OR11N1P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000185904"	"RP11-178A10.1.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0595839
"ENSG00000185905"	"C16orf54"	133.213	96.945	94.4801	91.2334	119.189	77.2328	95.2676	98.8722	80.2082	98.5046	110.776	103.775	88.8043	89.6433	101.136	96.1179	114.02	92.1948	105.292	102.495	99.7379	82.9453	89.9884	92.9715
"ENSG00000185909"	"KLHDC8B"	29.4971	11.7554	14.2824	38.7103	24.3788	8.6391	23.3767	11.7751	9.61054	12.8182	18.3051	11.4418	23.612	13.1253	14.3923	12.8107	17.6078	11.5251	25.5012	14.2896	13.7662	33.6246	20.3823	9.32097
"ENSG00000185915"	"KLHL34"	0.195468	0.15656	0.0434725	0.161687	0.129016	0.396812	0.0715	0	0.133243	0.0968601	0.0712126	0	0.0501353	0.201716	0	0.126712	0	0.120594	0.0963283	0	0.412355	0	0.0599777	0.0923878
"ENSG00000185917"	"SETD4"	5.07191	5.85434	5.16912	4.59497	5.05895	7.6052	3.93889	4.50044	4.32203	4.88632	5.11782	7.0267	5.11559	7.43678	4.48735	5.76773	5.09792	5.33215	3.25186	6.31243	9.26351	6.68375	4.04771	3.70394
"ENSG00000185920"	"PTCH1"	0.779031	3.12213	2.18009	1.84032	2.62039	5.17046	1.32547	2.40695	4.6049	3.47733	3.92074	2.31758	2.02308	3.99837	2.21562	4.86206	1.51403	1.91662	2.12846	6.31723	4.82705	1.92085	1.54457	2.53532
"ENSG00000185924"	"RTN4RL1"	0.305682	0.174905	0.116591	0.0481723	0.230667	0	0.127807	0.147466	0.238214	0	0.12731	0.198112	0.0896221	0.240436	0.13584	0.226493	0.073642	0.161697	0.028702	0.116237	0.0921383	0.378888	0.160829	0.123573
"ENSG00000185926"	"OR4C46"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000185928"	"C16orf53"	11.0447	11.7638	8.05168	9.49197	8.43685	11.7004	9.27257	10.4504	9.74867	7.52968	9.33198	8.29409	9.7083	10.1084	9.51386	11.0125	6.98219	8.69414	6.84777	8.19193	10.7298	11.4179	11.1993	5.79115
"ENSG00000185933"	"CALHM1"	0.045248	0	0.161056	0.0499112	0	0	0.0662113	0.10186	0	0	0.329757	0.273662	0.0464286	0.186826	0	0.176006	0	0.055843	0.0594747	0.0602138	0.0954652	0.224317	0.111089	0.0854171
"ENSG00000185940"	"KRTAP5-5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000185942"	"NKAIN3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.89132e-10	6.25015e-12	0	0	0	0	0
"ENSG00000185945"	"NXF2B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000185946"	"RNPC3"	4.48881	8.43781	9.94469	5.64514	12.2245	10.0003	6.02451	7.52521	7.14571	5.72088	6.5089	5.8564	6.66269	6.83465	4.69012	8.70675	6.76239	6.279	7.71062	8.28353	7.08692	7.35083	3.59058	15.1675
"ENSG00000185947"	"ZNF267"	1.80851	3.73326	10.5087	4.2442	8.96519	2.92957	1.96006	3.6692	2.89548	2.55799	3.57951	2.76695	5.46543	1.45056	2.51385	5.01191	3.22208	3.56356	8.52297	9.23565	4.06127	2.4721	3.63689	6.69361
"ENSG00000185950"	"IRS2"	3.59878	3.44609	6.2167	3.25916	16.1182	4.73495	5.15636	3.7918	2.95178	8.92748	5.62623	3.40722	7.85044	2.03274	3.99082	6.76116	7.08789	4.48406	36.9147	12.4147	3.97662	3.3014	2.9287	16.056
"ENSG00000185955"	"C7orf61"	3.70697	2.58861	2.8572	3.40453	3.38911	1.70523	2.87471	4.71223	4.61537	1.75563	2.10187	1.98276	3.29803	2.35131	3.99018	2.9039	3.73397	1.91335	1.36782	1.47299	0.546774	1.3091	1.03371	3.12428
"ENSG00000185958"	"FAM186A"	0.268451	0.106675	0.0596212	0.332847	0	0.0908216	0.195408	0	0.0913947	0	0	0	0.275228	0	0.104233	0	0.452804	0.0827259	0	0	0.141496	0.0830772	0	0
"ENSG00000185960"	"SHOX"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000185962"	"LCE3A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000185963"	"BICD2"	16.335	15.7589	23.1737	14.8671	19.7904	17.0194	15.4895	18.2671	15.2708	17.4796	17.9656	15.1859	18.0566	13.6731	15.7407	22.5997	18.5877	17.9319	23.2481	23.1118	15.799	11.7057	16.5392	22.956
"ENSG00000185966"	"LCE3E"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000185972"	"CCIN"	0.0737704	0	0.0655026	0	0.0648097	0	0.107864	0	0	0	0	0	0	0	0	0	0	0.0908985	0.0484066	0	0	0.273855	0.180893	0
"ENSG00000185973"	"TMLHE"	5.31425	4.8763	8.14639	4.00276	5.89348	5.10616	7.73708	4.27714	7.13351	7.73175	5.5639	5.67368	9.78786	5.8703	7.43202	6.82526	6.55931	9.75233	7.14081	7.45734	5.79574	10.2516	6.68173	4.4079
"ENSG00000185974"	"GRK1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0443962	0	0	0	0	0
"ENSG00000185978"	"H2AFB3"	1.36012	1.42653	1.11562	1.4809	0.274243	0.344649	2.48599	0	0.511196	0	0.547764	0.561635	0.872103	2.05608	1.31147	0.984404	0.880566	0.630732	0.87771	1.38435	0.266159	1.56456	1.89036	0
"ENSG00000185982"	"DEFB128"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000185985"	"SLITRK2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000185986"	"SDHAP3"	4.68518	7.82321	4.72145	3.19869	6.38736	7.70299	5.90089	5.67395	5.95528	4.83977	4.88567	4.50757	5.56378	9.02184	6.75549	7.84179	4.28983	7.03163	3.30768	2.14052	9.21094	4.04136	5.58756	4.2156
"ENSG00000185988"	"PLK5"	0	0	0	0	0	0	0	0	0	0	0.0982112	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000185989"	"RASA3"	32.6795	43.1399	36.8763	36.5306	29.6492	55.6392	31.6063	39.2841	38.9342	33.3231	46.0475	38.4661	27.358	54.8	36.3813	48.7341	33.7841	38.0351	24.0477	20.2508	47.5582	30.2776	24.2103	27.7594
"ENSG00000185990"	"F8A3"	15.2843	13.5748	10.7063	10.7838	8.94495	14.0193	15.5185	16.889	12.2735	14.7364	13.7446	14.3664	13.6767	15.9754	12.0986	12.5736	15.1266	15.807	11.3107	13.9029	14.0947	20.0626	15.5916	8.11504
"ENSG00000186001"	"LRCH3"	16.7593	16.1769	11.0049	7.65922	14.7735	12.8027	13.2007	15.5791	8.11457	6.51066	8.87779	10.6833	18.842	19.9703	8.66181	9.74307	10.2793	8.67682	11.2529	7.09294	7.15788	5.42076	7.45865	11.9121
"ENSG00000186007"	"LEMD1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186008"	"RPS4XP21"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186009"	"ATP4B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186010"	"NDUFA13"	109.929	121.166	86.1143	112.18	63.236	124.372	105.945	103.753	130.946	88.3926	106.794	118.743	100.835	125.501	122.804	103.465	99.9163	129.466	57.9999	90.0517	113.091	154.034	151.121	73.0823
"ENSG00000186017"	"ZNF566"	0.854019	2.00862	1.02144	1.32148	1.56294	1.2919	0.644322	1.19368	0.674511	1.83666	0.871738	1.54446	1.96892	1.74676	1.25944	1.47559	1.67522	0.555804	0.569051	0.997499	2.44097	0.991164	0.617388	1.32218
"ENSG00000186019"	"ZNF224"	3.49483	7.22127	6.67073	5.90761	8.28015	5.81752	4.47315	5.32147	4.88415	5.77652	5.2207	4.62135	6.01475	4.86377	5.5703	5.63507	5.8928	5.42212	5.58889	4.75128	6.44943	4.67586	2.99061	7.69336
"ENSG00000186020"	"ZNF529"	0.774992	1.44877	1.67045	1.12955	1.71391	1.77803	0.517834	1.1101	0.874945	0.92298	1.20826	0.714273	1.22699	1.18008	0.881864	1.63628	0.662636	0.923768	0.668131	0.962572	1.60944	1.22066	0.463152	0.880755
"ENSG00000186026"	"ZNF284"	0.192218	0.615593	0.683205	0.35312	1.40819	0.693671	0.0937095	0.432393	0.523626	0	0.279888	0.193433	0.459885	0.440321	0.29859	0.747373	0.756494	0.394961	0.168262	0.766461	0.4053	0.31731	0.235768	1.03621
"ENSG00000186038"	"HTR3E"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186047"	"DLEU7"	0.683969	1.08681	1.15177	0.888322	0.601397	1.008	1.35747	0.701085	0.849057	1.05638	0.760479	1.03267	0.701383	1.10778	0.781037	0.994154	0.553735	1.52225	1.77943	1.47809	0.584129	0.846929	0.839023	1.75705
"ENSG00000186049"	"KRT73"	3.61042	0.195492	0.664148	1.33806	3.18449	5.0363	0.958595	1.58589	2.16907	0.928038	2.17932	0.95682	1.90419	5.18967	5.7869	5.96396	1.9218	3.21718	1.28834	0.546115	6.59571	2.11002	2.58135	1.70454
"ENSG00000186051"	"TAL2"	0	0	0	0	0	0	0.417545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186056"	"RP5-1166H10.2.1"	2.65933	3.55017	1.86531	1.84929	2.0338	1.54075	6.16266	1.15203	3.67947	5.56501	2.02985	2.19561	2.69397	3.59309	5.57085	4.82849	2.20867	2.75071	0.534565	0.874655	2.53367	2.68002	2.30167	0.997789
"ENSG00000186063"	"AIDA"	3.81272	12.6205	13.4323	8.16407	11.1119	6.13701	4.22768	5.40492	5.47362	4.83724	5.60546	5.34709	7.47087	4.84028	4.58524	7.7589	5.92753	7.95766	4.19189	8.61229	9.20423	7.48356	4.60934	8.69018
"ENSG00000186073"	"C15orf41"	1.71135	1.96726	1.6423	1.06971	1.26764	0.946885	0.647422	1.23454	1.98644	1.71462	2.43156	1.53061	1.3593	1.66434	1.05205	0.576451	1.35828	0.923342	0.581272	1.13574	1.44865	2.46688	0.095066	0.666542
"ENSG00000186074"	"CD300LF"	66.3647	40.6927	48.4302	55.7589	34.2457	35.3025	45.9321	46.7582	54.7555	47.5309	47.2202	51.891	55.4637	40.3454	54.3777	50.423	60.0403	56.7377	36.5186	56.0516	42.4635	58.423	76.283	55.5456
"ENSG00000186075"	"ZPBP2"	0	0	0	0	0	0	0.151847	0.466885	0	0.128792	0	0	0.0667136	0	0	0	0	0	0	0	0	0.128399	0	0
"ENSG00000186076"	"RP11-887P2.3.1"	59.1955	72.7876	58.7155	65.9002	45.603	65.6416	68.9674	60.8979	53.3428	54.4804	59.8829	56.7721	63.4212	72.3264	62.5007	57.3001	69.3379	73.2436	59.1531	87.8793	62.3643	85.3565	83.1297	77.8569
"ENSG00000186081"	"KRT5"	2.04695	1.65214	1.04051	0.242837	0	2.2535	4.16735	1.62159	1.14422	2.43172	1.27953	1.36781	1.07736	0	2.55862	2.38696	2.95352	1.63673	3.19778	0.0735186	0.663695	2.99343	0.49658	0.0634221
"ENSG00000186082"	"RP11-698N11.3.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186086"	"NBPF6"	0	0	0	0	0	0	0	0	0.0451848	0	0	0.038028	0	0.182384	0	0.0274955	0	0	0	0.258443	0	0	0	0
"ENSG00000186088"	"PION"	4.73342	15.6309	19.9926	10.3928	10.8223	13.3156	8.70162	11.2419	5.77313	10.7527	13.4428	7.59676	12.7868	6.8175	7.79227	9.1762	9.43137	8.83015	12.9335	13.0035	13.7582	7.49008	5.39273	13.5826
"ENSG00000186090"	"HTR3D"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186092"	"OR4F5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186094"	"AGBL4"	0	0.0376299	0	0	0	0	0	0	0	0.201081	0	0	0	0	0	0	0	0	0.112483	0	0	0	0	0
"ENSG00000186103"	"ARGFX"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186104"	"CYP2R1"	3.95096	11.1208	5.38002	3.83023	6.4104	7.33846	7.42558	5.7054	5.08304	4.01354	4.72369	8.17447	6.38792	3.95151	5.10737	5.89079	2.56876	5.34781	3.86713	7.13541	10.5843	5.03518	4.88486	5.53574
"ENSG00000186105"	"LRRC70"	0.544183	0.465497	1.33779	0.2878	3.56866	0.598405	0.295672	0.454167	0.269615	0.260523	0.474382	0	1.09804	0	0.221291	0	0.452065	1.01473	0.694211	2.31169	1.13047	1.1893	1.2923	1.1915
"ENSG00000186106"	"ANKRD46"	1.15384	3.99531	3.04134	1.70477	2.87154	2.90167	2.44706	1.62495	1.48141	2.07886	0.914377	2.07589	1.41687	1.10235	1.38463	2.04736	1.7151	1.83213	1.10647	2.57027	4.80081	2.24745	1.08582	1.44724
"ENSG00000186111"	"PIP5K1C"	14.4939	15.0491	12.0925	12.092	10.5265	18.9061	12.916	14.2701	13.5455	15.9165	16.988	16.5339	12.9429	20.1674	18.6148	18.7264	14.9678	15.7004	10.5782	12.1939	14.5452	14.1857	11.8719	6.61992
"ENSG00000186113"	"OR5D14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186115"	"CYP4F2"	2.79829	2.64819	7.36567	1.68215	3.94266	2.06164	2.7329	6.57311	5.30408	3.51822	3.45504	2.68735	3.57676	1.98433	3.1559	6.25369	5.14973	6.67718	9.06207	6.30262	2.338	1.89243	3.21672	5.95336
"ENSG00000186117"	"OR5L1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186118"	"ATPAF1-AS1"	0	0.126326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186119"	"OR5D18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186124"	"OR9M1P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186130"	"ZBTB6"	1.12613	2.99891	4.13006	2.3759	4.17278	2.1966	0.824204	1.41733	2.16953	1.51197	1.59415	1.05282	2.78811	1.46002	1.70111	2.06195	1.89889	1.6771	2.33069	2.69075	2.7264	1.88956	1.83058	3.57718
"ENSG00000186132"	"C2orf76"	2.33526	3.2284	5.19443	2.35138	2.48691	3.36381	3.19954	2.78709	3.83266	3.90312	3.37579	0.38684	6.01845	3.80751	2.88148	1.93771	1.49799	4.25641	2.38522	2.62279	2.45856	5.06978	3.47204	4.40706
"ENSG00000186136"	"TAS2R42"	0	0	0	0	0.147874	0	0	0	0	0	0	0	0	0.462226	0	0	0	0	0	0	0	0	0	0
"ENSG00000186141"	"POLR3C"	12.5549	13.7975	9.79858	10.5225	8.33253	15.3595	13.1531	10.9521	11.5165	11.1959	11.959	12.6738	10.7713	16.8047	13.3824	11.3167	9.94212	13.2414	8.16885	9.8421	13.1851	14.6535	10.7191	8.16787
"ENSG00000186143"	"C2orf53"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186146"	"DEFB131"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186148"	"AC013271.3.1"	9.12153e-76	0.154696	0	0.308991	1.35591e-39	1.08011e-60	2.25447e-20	0	0	1.5899e-42	8.63509e-16	0.291532	1.34428e-53	1.87836e-15	6.02217e-54	0.0795462	0	3.44281e-35	0.0514472	0	0	0.371188	0	0.16075
"ENSG00000186150"	"UBL4B"	0	0	0	0	0	0	0.142859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186152"	"LILRP1"	18.943	7.0659	10.98	12.2418	16.028	6.34612	12.5874	17.8804	14.4717	15.8484	11.5153	15.1969	17.418	6.3762	17.066	6.54476	16.0131	12.743	15.9063	19.9497	8.72704	11.7198	15.4899	22.1036
"ENSG00000186153"	"WWOX"	4.58251	5.24932	4.0908	4.89437	3.92723	4.31064	4.00793	3.37672	3.94004	2.96445	3.79599	3.65638	1.67756	5.51573	5.44144	4.63463	4.50939	6.04202	1.09634	2.67449	6.00138	5.31605	3.03362	2.11766
"ENSG00000186160"	"CYP4Z1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186162"	"CIDECP"	10.9386	10.1172	14.2384	12.3115	10.9066	13.4502	12.7561	14.9243	15.7066	7.47546	10.328	15.6376	12.8163	15.4674	14.912	12.3099	13.3474	11.3506	12.4813	9.57835	11.6851	15.6293	18.1718	11.1407
"ENSG00000186163"	"U66059.29.1"	0	0	0	0	0	0.0944747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186166"	"CCDC84"	22.823	30.2742	22.5907	28.1028	19.2634	32.4237	28.821	27.9564	23.904	25.454	30.4226	30.8546	20.115	35.9481	26.7407	31.3424	24.3623	21.4677	12.8342	16.1398	31.2528	20.7861	18.8331	16.3399
"ENSG00000186174"	"BCL9L"	23.8211	35.1621	29.3622	25.7071	23.5907	65.2432	35.1759	30.4214	27.0142	25.2415	33.4162	30.496	18.1271	42.9925	33.0064	56.5442	30.8922	32.7763	11.5347	15.5907	46.4058	30.2125	12.0697	10.9384
"ENSG00000186184"	"POLR1D"	49.1803	77.192	73.412	91.3394	60.7305	60.3755	77.3094	58.6214	82.821	72.5942	53.2476	50.627	71.4694	60.0272	59.5645	51.8441	46.6637	74.3247	29.5574	54.0479	54.3979	71.1133	54.7706	66.7664
"ENSG00000186185"	"KIF18B"	0.0473383	0.365383	0.224626	0.377605	0.0481993	0.288301	0.0801557	0.0532783	0.0746726	0.42229	0.079821	0.331104	0.0485697	0.26057	0.4542	0.31963	0.0798327	0.270343	0.143965	0.0728694	0.473094	0.258782	0.30255	0
"ENSG00000186187"	"ZNRF1"	5.10878	5.45588	4.20704	6.90889	2.54016	5.45324	6.60267	4.71204	4.78988	5.12237	4.07435	6.11252	4.28656	6.99461	3.62789	8.40052	4.23102	5.0164	2.90961	6.10306	2.70077	6.21765	8.01148	3.99348
"ENSG00000186188"	"O3FAR1"	0.151842	0.121651	0.342215	0.0418832	0.13373	0.231201	0.250018	0.042738	0.207148	0	0.0553492	0.229737	0.280532	0.235239	0.236251	0.0492262	0	0.0468667	0.179702	0.20216	0.320436	0.294176	0.38069	0.160751
"ENSG00000186190"	"BPIFB3"	0	0	0	0	0.0893505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186191"	"BPIFB4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186193"	"C9orf140"	2.04452	0.400547	0.662093	0.824623	0.557273	2.10689	0.835024	1.26835	1.01966	0.747597	1.63899	0.703236	0.803432	1.98574	1.32824	1.79051	0.978642	2.28021	0.844525	1.22304	1.56898	1.73989	1.64415	0.436846
"ENSG00000186197"	"EDARADD"	9.45448	10.4613	7.13189	8.66219	5.01861	9.70982	9.78227	8.76608	9.98193	9.15123	10.9416	8.14511	7.74445	12.0417	12.5958	8.52667	8.33579	10.7869	6.85787	9.02199	10.8465	10.3086	9.71288	6.49136
"ENSG00000186198"	"OSTBETA.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186204"	"CYP4F12"	2.10774	2.44007	3.56324	2.46871	1.13762	2.36845	1.54265	5.82611	3.83808	2.56579	2.93604	1.86251	4.95038	1.1432	2.97879	4.51339	7.0085	1.85699	1.6777	2.91484	1.89277	3.52078	8.39163	6.84458
"ENSG00000186205"	"MARC1"	37.5655	16.6823	24.6708	27.4536	57.4813	13.8736	36.8421	23.1257	20.3586	21.503	24.4772	28.5941	45.8768	11.1688	29.7267	17.4815	22.0391	38.7043	59.3839	56.4637	17.4863	29.3912	29.5405	40.6921
