"ENSEMBL_ID"	"Gene_ID"	"ntRA_01"	"ntRA_02"	"ntRA_03"	"ntRA_04"	"ntRA_05"	"HC_01"	"HC_02"	"HC_03"	"HC_04"	"HC_05"	"HC_06"	"HC_07"	"HC_08"	"HC_09"	"HC_10"	"HC_11"	"HC_12"	"tRA_01"	"tRA_02"	"tRA_03"	"tRA_04"	"tRA_05"	"tRA_06"	"tRA_07"
"ENSG00000000003"	"TSPAN6"	0.717023	0.336776	0	0.377033	0.25596	1.20193	0.205983	0	0.0873567	0.395979	0.498067	0.301757	0.131525	0.0881506	0	0.182596	0	0.15814	0.0842139	0.0852459	0.721246	0.48318	0.748666	0.817378
"ENSG00000000005"	"TNMD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000000419"	"DPM1"	11.6445	9.37769	19.1837	13.4666	15.8429	7.43255	10.5777	8.61415	11.6316	5.43005	8.76535	7.07468	14.6721	5.35174	7.0688	11.4729	7.83504	11.2676	8.14582	13.4156	10.3256	15.7127	15.7412	15.25
"ENSG00000000457"	"SCYL3"	4.41004	5.76737	5.82127	4.58626	6.07096	5.47542	3.99409	5.43247	4.48993	5.55815	5.05062	3.44687	6.53255	3.6953	4.10139	4.93752	5.51387	4.7818	7.10728	4.79992	4.80171	5.81213	3.2057	7.02717
"ENSG00000000460"	"C1orf112"	0.603295	1.61807	1.1329	1.8943	1.18162	1.18852	0.672797	0.658538	0.660965	1.287	0.482805	1.03661	0.731722	1.21145	0.287808	1.3393	0.724762	0.438419	0.667489	0.865509	0.606254	1.07553	1.24863	0.706207
"ENSG00000000938"	"FGR"	502.09	312.803	428.812	404.316	389.901	319.103	385.304	399.652	366.371	366.31	357.856	346.13	440.343	377.63	418.98	318.62	433.848	379.788	311.615	495.897	294.145	373.019	397.152	435.776
"ENSG00000000971"	"CFH"	0.316309	0.536322	0.864557	0.421664	0.385445	0.493688	0.867472	0.532425	1.30102	0	0.586749	0.768483	0.472402	0.340625	0.157924	0.555575	0.524545	0.620379	0.919838	0.255988	3.31129	0.383037	0.252898	0.466713
"ENSG00000001036"	"FUCA2"	10.7426	15.6118	15.6595	9.45733	8.59485	13.9799	11.3466	13.0808	13.3381	11.5905	10.5725	11.0193	13.619	11.5902	10.2942	10.2115	10.1319	16.5567	10.0722	17.6951	10.5142	19.576	18.7609	11.3154
"ENSG00000001084"	"GCLC"	1.98988	4.26106	5.53025	2.99273	5.00709	5.85552	5.919	4.18389	4.33114	3.97207	5.22863	2.66876	3.67439	4.48993	4.04055	3.43739	2.45612	4.19987	3.49968	3.43076	8.1338	3.34692	2.0231	3.59044
"ENSG00000001167"	"NFYA"	6.16628	7.53173	10.6094	5.58171	8.54591	7.03065	5.78941	6.76906	5.31365	6.2019	7.45734	5.80618	7.40095	6.3033	5.56947	7.11172	8.549	6.39373	13.3682	9.45895	6.24574	6.96567	5.82276	10.6036
"ENSG00000001460"	"C1orf201"	1.3624	2.00644	1.22123	1.20594	1.37593	1.88994	1.28871	1.44355	1.32075	0.45293	1.01613	1.12135	1.16403	1.31727	3.05462	1.53523	1.36641	1.77171	0.581426	0.483939	1.7069	0.782708	1.58153	0.626253
"ENSG00000001461"	"NIPAL3"	7.16252	9.03732	7.67574	7.12503	7.67032	10.2186	4.22253	5.90894	5.99986	5.17427	6.75143	7.41665	3.87952	7.85183	5.16453	8.57927	4.98106	6.77673	2.89522	4.08794	9.95812	7.64672	5.56137	5.17202
"ENSG00000001497"	"LAS1L"	11.7386	15.2172	7.61287	9.98019	7.27554	16.2926	13.0433	11.3555	15.5251	9.75801	11.107	14.5338	9.29136	17.8237	12.2024	13.5285	9.74446	14.0261	6.08288	9.35764	13.3256	14.4079	10.298	7.32092
"ENSG00000001561"	"ENPP4"	0.454487	1.08778	2.47266	0.634104	1.16941	0.94075	0.553967	0.620505	0.497838	0.54715	0.359111	0.703447	1.02177	0.543716	0.567785	1.30168	0.564764	0.598413	0.754005	1.23361	1.34546	0.824488	0.266603	2.04089
"ENSG00000001617"	"SEMA3F"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0406327
"ENSG00000001626"	"CFTR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0210811
"ENSG00000001629"	"ANKIB1"	1.29169	3.08844	4.42344	2.28781	2.98753	3.54131	1.74346	1.56483	1.60075	1.85139	2.23333	1.58623	1.81124	1.95353	1.57625	3.08433	2.57648	2.04995	3.40101	2.37984	3.44176	1.88778	1.75167	4.43518
"ENSG00000001630"	"CYP51A1"	2.00259	2.65157	3.16891	2.25146	1.84099	2.56596	2.0624	2.02365	2.6583	1.92655	1.35011	1.98626	1.34731	3.48022	1.88823	2.32145	1.52327	2.54914	0.97314	1.80846	2.27639	4.17525	2.09009	1.51582
"ENSG00000001631"	"KRIT1"	3.94913	10.487	10.4954	7.95953	7.68173	9.4114	4.37959	5.78351	5.75433	6.96767	12.376	3.84696	3.53939	3.50369	3.83697	7.35777	5.13198	6.03875	5.33384	6.24783	5.59039	7.69663	3.39564	7.00172
"ENSG00000002016"	"RAD52"	3.27208	4.88204	5.9241	5.73442	4.59486	7.80679	3.10829	5.25499	3.86063	2.36501	2.42389	5.54223	3.925	3.92589	3.96512	6.84619	4.59232	3.14976	3.74533	2.7666	6.50722	4.03661	1.68245	4.3918
"ENSG00000002079"	"MYH16"	0	0	0	0.0682119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000002330"	"BAD"	32.3469	29.5307	23.1448	31.2315	16.7184	25.0164	29.4038	22.8484	32.264	24.2929	32.2508	27.2137	29.8156	32.874	29.4582	28.4248	21.4592	32.3408	16.6729	30.7339	23.7475	32.5352	37.6987	10.9312
"ENSG00000002549"	"LAP3"	21.0508	38.525	42.1588	45.4744	20.212	29.0093	40.1465	26.6006	25.923	36.7895	35.7873	35.0862	24.3591	23.2406	22.2649	36.0467	34.7445	52.7389	88.2207	34.5251	22.2647	57.0757	55.7433	55.9224
"ENSG00000002586"	"CD99"	160.622	192.913	132.782	229.383	103.023	186.677	168.458	178.312	174.179	166.958	169.565	178.229	147.772	220.666	190.408	191.247	152.907	178.037	97.3775	179.727	199.631	207.797	133.983	60.25
"ENSG00000002587"	"HS3ST1"	0.0662773	1.09156	0.42768	0.0365949	0.569965	0.698269	0.0727944	1.01156	0	1.084	0.217689	0.602	0.0851007	0.695077	0.878348	0.171983	1.75022	1.16101	0.361707	0	0.174953	0.637633	0.750513	0.123642
"ENSG00000002726"	"ABP1"	1.05802	2.71533	2.82245	4.46257	2.37929	3.44431	3.78361	2.51847	6.50256	3.11308	0.852593	0	3.24928	3.35084	2.92831	4.84313	4.48737	0.35282	1.33002	1.08695	2.75921	0.48602	6.86982	2.9631
"ENSG00000002745"	"WNT16"	0.0876318	0.807122	0.280768	0.0483342	0.457599	0.0593006	0.0641183	0.192276	0	0	0.605752	0	0.702137	0.936495	0	0.113628	0	0.10816	0.0575969	0.0583135	0.715513	0.108617	0	0.230729
"ENSG00000002746"	"HECW1"	0	0	0	0	0.0229779	0	0	0.0540237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000002822"	"MAD1L1"	45.0706	50.9782	29.0143	67.8832	25.6051	66.5358	45.3231	50.1416	75.0304	40.3138	129.438	83.1061	52.5998	92.1984	53.543	57.0519	31.9231	48.0169	24.6806	34.4634	81.8449	50.7865	41.0399	25.234
"ENSG00000002834"	"LASP1"	194.523	140.469	149.276	147.019	142.724	133.121	178.966	179.535	177.572	183.33	175.208	201.375	161.973	171.108	177.849	163.473	179.523	182.17	195.175	191.597	141.969	151.669	186.529	149.586
"ENSG00000002919"	"SNX11"	36.3704	25.8892	29.98	35.5122	29.1067	22.0094	30.4368	30.052	31.3038	32.5763	27.3729	35.2649	37.052	23.9945	31.8101	29.9798	35.46	31.4393	37.5452	29.5572	30.4898	36.4232	41.8069	40.6547
"ENSG00000002933"	"TMEM176A"	68.3821	59.1878	66.7654	140.501	17.5259	64.4185	59.9865	63.4964	119.366	61.5648	3.42082	3.39135	47.6072	61.0561	77.8587	45.7429	109.194	13.203	51.8773	50.3047	66.219	9.03914	82.3858	34.2855
"ENSG00000003056"	"M6PR"	77.765	143.301	100.997	96.1274	72.9715	135.871	84.0368	87.1133	98.4742	74.4124	83.164	80.9895	98.6267	103.853	86.1858	114.953	111.125	91.3532	61.9022	88.9082	120.375	123.812	87.1321	77.3369
"ENSG00000003096"	"KLHL13"	0.269115	0.291162	0.288099	0.0495965	0.03958	0.0608517	0.0874752	0.0506086	0	0	0	0.271954	0.24532	0.330344	0.0699261	3.60505	0.303311	0.0737462	0.118206	0.079509	0.567518	1.90091e-09	0.248391	0.284511
"ENSG00000003137"	"CYP26B1"	0.507613	0.0890191	0	0	0.945781	0.0457719	0.550105	0	0.435352	0	0	0	0	0	0	0	0	0	0	0.0450369	0.44611	0	1.95665	0.0317696
"ENSG00000003147"	"ICA1"	5.87433	1.79493	2.65915	3.06732	3.97791	8.69376	5.35757	3.60783	3.54481	4.99951	4.30528	5.97798	7.05787	6.20244	9.21004	4.56822	3.64613	1.98571	4.94127	4.94861	7.05812	4.58234	4.62553	3.49983
"ENSG00000003249"	"DBNDD1"	5.37444	5.28436	1.22054	1.53523	2.58028	10.0717	1.23528	5.99432	8.56666	6.37828	9.36925	7.29423	2.31104	6.97863	3.45372	6.30689	4.45814	2.85325	0.149643	1.05438	6.62973	7.18907	2.05714	4.21167
"ENSG00000003393"	"ALS2"	2.25319	1.92074	2.11668	1.01109	1.4771	2.03507	1.34036	1.73787	1.15697	1.88742	1.88359	1.62625	1.40337	1.12894	1.23625	1.66872	2.33038	1.29004	2.09321	2.17824	1.87968	1.24977	1.22062	2.95958
"ENSG00000003400"	"CASP10"	9.58512	14.5672	12.215	10.3021	12.5686	13.542	9.66504	8.87904	8.49064	11.1879	12.3384	8.36028	10.5994	10.4755	11.1478	10.7582	7.75943	9.57198	10.5169	12.3935	16.5621	13.4219	8.01241	11.2525
"ENSG00000003402"	"CFLAR"	146.034	116.544	184.87	142.214	227.357	96.5942	135.389	147.103	121.793	119.169	131.966	128.675	181.13	94.79	118.765	129.752	137.795	115.331	234.647	185.998	92.6445	134.785	155.345	205.503
"ENSG00000003436"	"TFPI"	0.33302	0.439602	0.919325	1.6515	0.581467	0.105213	1.5014	0.393273	0.0527829	0.279267	0.523129	0.0632537	0.48088	0	0	0.65769	0.0651178	0.0474946	0.199146	0.1023	0	0.392779	0.141077	0.545492
"ENSG00000003509"	"C2orf56"	3.36905	5.6447	8.38675	5.65654	5.10723	6.41129	3.51239	6.7651	2.98455	5.12205	5.81214	3.94163	6.26439	2.96853	4.72857	6.23778	4.41735	3.8297	6.72196	4.52024	5.70927	6.30786	4.26062	4.96811
"ENSG00000003756"	"RBM5"	139.509	158.374	158.69	131.77	180.934	167.89	136.038	144.434	122.07	148.112	156.625	149.194	166.241	109.122	144.124	149.886	174.49	142.238	193.173	144.275	156.678	117.119	110.271	161.658
"ENSG00000003987"	"MTMR7"	0.236698	0.559717	0.742371	0.469504	0.526633	0.422732	0.592931	0.209555	0.242114	0.848369	0.202826	0.232751	0.185764	0.637156	0.66709	0.335937	0.777474	0.585459	0.656938	0.893442	0.4697	0.604085	0.641594	0.589087
"ENSG00000003989"	"SLC7A2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0877429
"ENSG00000004059"	"ARF5"	257.762	194.484	179.181	223.449	156.299	181.64	242.634	219.734	220.048	193.233	205.702	209.329	225.177	216.109	262.674	198.836	240.058	241.494	156.277	230.189	185.199	234.625	286.525	164.014
"ENSG00000004139"	"SARM1"	3.77456	4.52134	2.81986	4.25956	2.346	6.21019	3.17674	3.30171	4.19275	2.95613	4.17815	4.43509	2.78146	6.3944	4.4185	4.74444	2.53704	3.32499	1.386	1.53187	4.32733	3.30376	1.8406	2.46647
"ENSG00000004142"	"POLDIP2"	30.4942	27.8092	23.1471	26.7296	19.4238	23.7218	29.294	25.6763	27.8228	25.3668	28.6325	32.7309	25.9361	34.3551	26.9246	29.2104	22.2759	29.5234	22.669	24.1405	27.6334	34.4104	28.6039	18.8642
"ENSG00000004399"	"PLXND1"	42.2669	40.075	40.1291	38.4312	21.3363	51.785	29.4307	40.4471	45.5082	43.3042	53.9764	40.3637	33.3439	45.6913	49.1163	32.0499	33.3333	50.6346	32.0071	32.2213	35.7033	40.5497	30.2763	25.1689
"ENSG00000004455"	"AK2"	25.2944	37.4959	34.4287	29.8995	22.1965	35.3744	24.7575	27.0642	29.2723	18.178	27.1474	24.2165	27.4854	34.8762	18.2569	28.0594	26.6291	31.0211	24.0197	30.5372	35.3299	38.3968	31.1645	21.7767
"ENSG00000004468"	"CD38"	1.29075	5.28287	4.37381	5.49095	3.44051	2.24049	1.51111	3.04409	4.19752	4.83885	3.83196	2.94676	3.40129	2.84775	4.19202	2.97151	2.19473	2.61425	1.01999	2.66349	6.21927	10.3355	1.83381	2.41941
"ENSG00000004478"	"FKBP4"	18.2765	23.9466	15.0703	19.2088	14.8621	30.1484	17.6953	19.4455	22.1487	16.6151	15.4485	17.959	17.2914	23.8967	18.9961	20.907	11.5613	22.1233	6.99696	14.1655	20.1337	21.9387	15.4852	9.9057
"ENSG00000004487"	"KDM1A"	11.5988	19.2934	11.0732	11.3305	10.6903	19.1072	14.8784	15.6663	14.6574	18.5839	20.8628	16.7322	11.0639	24.4929	14.1926	17.4751	12.3144	15.9983	6.62785	9.95063	19.8922	18.2704	13.0242	9.13625
"ENSG00000004534"	"RBM6"	47.6529	55.0106	35.3734	46.4224	40.7929	55.6536	53.8835	53.8049	62.2281	56.0808	78.8378	54.3515	45.0745	73.3942	63.4519	59.2664	49.9833	45.4091	35.0845	35.3097	58.3893	55.36	43.7568	39.6041
"ENSG00000004660"	"CAMKK1"	12.4939	8.50171	7.81682	13.6595	12.332	5.95029	14.1073	10.8519	7.88499	8.88781	12.4831	8.85471	13.7671	7.23382	12.6662	8.26026	10.1652	8.79008	8.56588	11.7323	7.7481	7.9891	7.62372	10.9998
"ENSG00000004700"	"RECQL"	5.00193	9.5911	16.2023	7.72677	10.9106	9.43509	2.97503	5.87755	4.81426	4.24844	4.96168	5.70732	8.27666	4.52858	3.9692	7.74565	7.25274	5.98407	6.30924	9.09182	8.62205	7.14699	4.98995	7.8392
"ENSG00000004766"	"CCDC132"	3.29973	4.73852	4.28918	3.18853	3.66906	8.63408	4.23493	2.99752	2.4725	5.19717	1.42694	4.72699	2.61017	6.22378	5.85815	3.09647	5.43156	2.96916	3.75138	4.60336	7.48639	5.25139	3.10561	3.93586
"ENSG00000004776"	"HSPB6"	0.107188	0	0.648566	0.699334	0.0939509	0.14503	0.156583	0.541614	0	0.211418	0	0	0.109728	0.587467	0	0.702121	0.723458	0.125072	0.0702057	0.142077	0	0.132392	0	0.467304
"ENSG00000004777"	"ARHGAP33"	2.58061	2.45045	1.92479	2.66441	0.989051	4.86272	3.80686	3.01901	3.584	2.89391	3.88945	2.06898	2.67427	5.28067	3.10492	4.35986	3.34074	2.69369	1.51215	2.11054	3.32978	2.47788	2.83348	1.23863
"ENSG00000004779"	"NDUFAB1"	21.93	36.4228	23.6129	26.6137	13.724	16.3151	22.1014	15.2494	26.6301	18.6254	18.4288	16.1225	24.3	21.9141	17.0408	26.9547	14.9445	23.83	11.1262	19.0068	29.8151	43.7267	26.9891	12.4541
"ENSG00000004799"	"PDK4"	3.01774	3.1986	8.39274	1.51768	3.88466	6.57805	2.03956	4.69674	2.25131	3.89493	3.60789	2.47514	3.85135	2.59646	2.76579	3.64006	2.45512	1.60868	5.76178	7.33656	3.18662	3.32362	1.20749	1.77547
"ENSG00000004809"	"SLC22A16"	1.97618	2.06775	1.47285	2.05786	0.331295	0.672119	1.90789	0.494839	1.29692	3.18163	0.474154	2.69856	1.14891	2.00122	0.910377	1.58719	1.17877	1.96007	1.30813	1.73875	2.71343	0.82117	1.92438	2.1849
"ENSG00000004838"	"ZMYND10"	2.03301	1.68826	2.82828	1.79614	2.51027	1.6104	2.32488	2.71855	3.13494	3.18729	2.86187	3.15557	2.53203	2.03367	3.70029	2.86189	2.01608	1.3089	1.34119	1.19103	2.893	1.02975	2.59987	2.35392
"ENSG00000004846"	"ABCB5"	0	0	0	0	0.167875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000004848"	"ARX"	0.0482152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059747	0	0
"ENSG00000004864"	"SLC25A13"	1.58454	2.39611	7.45108	2.08	3.32048	3.71234	1.35487	2.61526	2.46106	3.3676	3.53068	2.17549	2.87744	1.6415	2.77273	3.09739	2.70902	3.65679	4.1177	1.90452	5.01696	3.34476	2.05309	2.74396
"ENSG00000004866"	"ST7"	3.38589	3.25475	3.0278	4.41126	2.43712	4.10359	4.65003	3.04687	10.5368	2.99711	3.51245	4.61187	2.72481	5.62489	3.85658	3.45208	4.54878	4.50642	2.8149	3.0591	3.88196	4.30529	3.54651	3.56314
"ENSG00000004897"	"CDC27"	2.80431	5.02279	5.03664	3.70146	4.05193	3.00524	3.58609	2.95343	2.93216	2.88336	3.27956	2.48437	3.39576	2.09228	2.71259	3.67255	2.95535	3.80644	4.05251	3.88585	4.42598	4.23743	2.84981	5.04715
"ENSG00000004939"	"SLC4A1"	13.1503	12.5413	55.5667	95.1447	48.4321	43.0388	44.2617	24.4324	89.4514	119.458	21.4243	39.986	37.2642	31.4564	27.6501	11.5593	16.2863	40.7975	9.36149	56.2102	28.9968	12.7822	21.2715	61.2229
"ENSG00000004948"	"CALCR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000004961"	"HCCS"	10.0956	13.8307	13.4663	10.2878	8.68488	11.767	9.40209	9.85743	10.1509	7.85767	9.00084	11.1237	9.35064	9.718	10.6486	11.9213	10.9805	14.7115	10.4853	13.9006	11.6213	11.4592	12.4415	8.66313
"ENSG00000004975"	"DVL2"	8.64511	11.2115	7.81463	8.47628	7.2876	11.0193	9.70512	8.95817	9.97945	7.70847	10.8669	10.8578	6.80538	12.6533	10.3144	11.2684	7.63664	7.95943	4.71951	5.78246	9.07136	9.18357	6.00789	4.96601
"ENSG00000005001"	"PRSS22"	0.322899	0.43041	0.285975	0	0	0.145632	0.157232	0.120855	0	0.212288	0.156361	0.161844	0.110181	0.737354	0	0.278719	0.181615	0.264745	0	0.142663	0.22663	0	0	0
"ENSG00000005007"	"UPF1"	42.6646	36.8971	33.6239	33.7253	52.0393	35.6231	44.5074	44.797	40.2315	44.6688	48.9863	48.6786	46.1647	39.4351	51.4922	49.6598	46.9243	39.8312	64.5257	47.117	38.8155	36.4367	38.958	35.2222
"ENSG00000005020"	"SKAP2"	28.2338	20.4996	42.9502	22.8511	36.3037	20.4941	13.8589	21.515	18.0318	30.8905	27.3672	15.3096	37.5482	16.4111	24.3283	15.3716	29.3463	24.8568	58.6259	46.4433	17.6832	27.5797	22.0433	58.8558
"ENSG00000005022"	"SLC25A5"	92.3052	137.458	81.0653	85.0734	62.9178	131.706	98.0236	90.9783	119.446	101.378	97.2809	93.7145	88.732	116.844	100.136	102.213	75.4765	107.665	52.1073	91.7275	96.8368	121.563	103.042	61.1654
"ENSG00000005059"	"CCDC109B"	17.966	43.2975	33.2511	30.2714	33.7593	43.029	22.4299	24.3012	23.2429	17.3818	21.6006	20.2907	28.0427	29.7178	25.5716	27.3865	25.4187	31.7365	14.8017	30.8885	62.5768	38.5215	21.767	13.4733
"ENSG00000005073"	"HOXA11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000005075"	"POLR2J"	57.9291	53.3128	39.4182	55.7241	36.4256	43.14	56.2362	49.0065	55.413	50.2923	44.5265	51.2706	54.1536	51.0736	56.2461	57.2162	53.5097	55.614	44.6988	56.5144	48.926	64.9551	68.8104	48.509
"ENSG00000005100"	"DHX33"	1.28926	2.7878	2.32337	1.39825	1.66348	2.05026	1.30957	1.14728	1.2212	1.48097	1.16236	1.43003	1.53001	1.43802	1.39279	1.86839	1.54993	1.84094	1.30691	1.68774	1.94073	1.63315	0.945542	1.69648
"ENSG00000005102"	"MEOX1"	1.80558	1.27835	1.62828	3.14024	0.535743	6.18619	1.26822	2.20296	2.28987	0.925835	3.46904	2.44555	2.4216	2.54744	1.65544	1.67875	0.569715	1.2727	0.365048	1.23084	1.45034	4.71054	4.04686	1.29184
"ENSG00000005108"	"THSD7A"	0.0125058	0.0100256	0	0	0	0	0	0	0	0	0	0	0.0212151	0	0.0194883	0.0865453	0.0210835	0	0.0164675	0.0166771	0.026413	0	0	0.455433
"ENSG00000005156"	"LIG3"	4.68936	4.81695	4.32998	4.46379	3.79219	5.3139	4.86422	3.86497	3.80422	3.64896	4.50039	4.86708	3.01755	5.79007	4.18847	5.1547	4.91776	3.3506	2.8312	3.78357	4.73245	4.94025	4.83593	3.80325
"ENSG00000005175"	"RPAP3"	4.53327	8.24105	13.1038	9.51167	9.08112	10.3703	7.04156	4.89184	6.72771	5.06248	8.25672	3.74079	7.88612	7.41269	6.5053	7.63232	6.42014	7.24714	6.70456	9.53788	5.9295	10.2264	5.73515	18.0998
"ENSG00000005187"	"ACSM3"	2.37631	2.33011	2.86902	2.05771	3.58887	4.91809	2.87462	2.03914	1.86528	1.21952	3.08333	1.2026	1.85061	2.36907	3.49522	3.55944	3.0563	0.852109	1.49784	2.48382	5.87215	2.2434	4.43858	5.39952
"ENSG00000005189"	"AC004381.6.1"	0.515252	1.0631	0.365381	0.258869	0.682413	1.77099	0.171216	0.732816	0.946439	0.723414	0.508447	0.526771	0	0.483684	0	1.8798	1.71729	0.400894	0.829377	0.299643	0.364496	0.635784	0.648732	0.485327
"ENSG00000005194"	"CIAPIN1"	12.5319	18.9633	10.7219	14.0038	12.9412	23.4772	11.662	15.2492	15.1724	14.5256	14.3114	14.737	12.4932	16.7558	12.7899	13.3943	9.84338	14.5343	7.73642	11.3274	17.4498	16.1655	12.8402	12.5737
"ENSG00000005206"	"AC004410.1"	9.5204	16.4599	9.92444	10.1895	12.0799	18.1388	11.9965	13.5408	10.6946	9.44609	11.848	13.8113	8.8539	17.7948	12.4757	16.5707	11.4914	11.8537	6.78129	6.95836	13.8988	11.051	9.84559	5.39704
"ENSG00000005238"	"FAM214B"	38.9199	30.5218	40.4641	34.93	37.3892	25.3423	39.8745	39.0867	40.6691	42.5711	39.2455	31.2456	41.7617	26.8127	38.1763	35.5757	40.9088	39.8054	46.3391	56.5385	28.9249	32.8641	46.7547	41.1264
"ENSG00000005243"	"COPZ2"	2.37917	3.65235	2.25632	1.40554	0.957469	1.73283	1.33401	1.02447	0.989939	2.51084	3.7073	1.64019	1.3077	1.74577	2.25779	1.41932	1.23608	1.12067	1.19374	1.4485	1.15325	2.70126	0.446674	1.46582
"ENSG00000005249"	"PRKAR2B"	2.96575	4.68866	13.9044	18.9769	20.1147	7.77989	3.53051	3.6955	2.1051	6.50907	3.72456	3.64862	4.62637	2.30299	2.03206	3.08574	7.53593	6.63726	5.24426	8.00186	4.59091	3.9715	4.02855	9.79276
"ENSG00000005302"	"MSL3"	49.5753	63.7476	67.6843	55.646	103.601	55.383	48.7419	55.4626	34.7113	38.874	43.7195	38.971	65.3019	34.792	35.6965	50.8174	37.1576	42.9383	100.799	59.2932	58.5117	49.6817	48.7118	81.9803
"ENSG00000005339"	"CREBBP"	18.6774	14.2226	19.3992	11.924	18.6723	16.8215	18.2157	21.238	17.1243	19.6077	19.5354	18.1659	15.8602	15.4328	17.9166	22.4202	23.2151	17.9703	36.2199	20.0286	14.8448	13.6355	13.439	18.8747
"ENSG00000005379"	"BZRAP1"	2.13151	3.79878	4.02474	2.23706	2.66164	3.87822	3.50037	4.37801	3.3338	3.88906	4.862	4.06962	2.61301	7.07282	5.25754	4.85887	2.88802	2.22187	1.45705	3.94831	6.23373	2.82363	0.537716	1.64019
"ENSG00000005381"	"MPO"	1.32937	2.77986	1.33549	1.84419	1.24574	4.58066	2.13324	1.68911	3.21418	1.95784	1.06569	1.68701	1.84729	2.94948	1.93465	1.391	2.53043	2.16912	3.88565	7.35498	1.27287	4.05482	6.83656	5.12994
"ENSG00000005421"	"PON1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.373013
"ENSG00000005436"	"GCFC2"	2.4172	3.67546	3.12833	3.52433	4.18743	5.38279	0.8493	4.31689	4.64681	2.32421	3.40035	2.92613	3.48202	3.90798	0.965612	4.35311	1.33792	3.19661	2.26406	1.57467	9.17887	4.2645	2.9029	4.85724
"ENSG00000005448"	"WDR54"	19.9482	15.2525	8.84833	14.0449	6.51139	16.9581	14.0781	13.7348	12.3333	15.4528	13.8675	17.2705	10.3652	22.2563	12.2813	15.2786	10.4227	8.25924	3.7444	10.2868	12.061	12.1187	9.88388	4.22861
"ENSG00000005469"	"CROT"	2.05203	2.87796	2.0736	2.39357	2.17709	3.08418	1.24589	2.99176	2.14022	1.98607	2.11387	2.03354	1.8628	1.67528	1.28673	2.23153	1.32217	1.12667	1.58665	1.68479	4.23871	1.80693	1.53833	3.07317
"ENSG00000005471"	"ABCB4"	1.26068	2.95793	0.509146	0.820299	2.02783	0.880529	1.50146	1.25202	0.947596	0.888039	1.68565	2.08987	0.662017	0.809237	1.89691	1.39049	0.590812	1.52708	0.0971754	0	7.69759	1.70727	0.923484	0.56802
"ENSG00000005483"	"MLL5"	12.1358	12.7358	19.383	9.22926	16.991	15.9174	10.5277	12.3731	9.42818	12.4595	13.0535	9.69496	11.9756	10.1398	11.2684	16.5597	14.9945	11.4882	21.0901	13.9765	14.7743	10.3937	7.33911	20.4407
"ENSG00000005486"	"RHBDD2"	47.1441	44.3867	31.9767	47.3242	40.3465	41.5764	48.5814	41.2203	46.7365	48.9862	49.0667	48.4452	49.6888	50.0353	54.4259	45.8172	41.8089	49.6807	39.0554	41.1962	45.6091	43.4656	46.285	34.3305
"ENSG00000005513"	"SOX8"	0.724691	0.740089	0.224923	0.87756	0.850004	1.4679	0.901387	0.557685	0.810687	1.18864	0.990396	0.308297	0.503183	0.69291	2.107	0.988865	0.0764122	0.566195	0.435013	0.899836	2.01259	0.550939	0.618019	0.520795
"ENSG00000005700"	"IBTK"	2.12838	3.31013	3.63777	3.57948	3.07394	3.85198	2.07133	2.60043	2.17955	2.64993	2.23467	1.54868	3.2743	2.92656	1.51323	2.96913	2.44824	2.84785	2.13678	3.38603	3.17158	3.83721	2.31202	3.49378
"ENSG00000005801"	"ZNF195"	2.15685	7.02061	7.1868	5.30214	4.64808	5.48952	3.17168	3.4433	5.29358	3.465	7.18553	2.69041	4.79297	2.59336	2.45362	3.78155	3.0808	4.4038	3.03044	4.96901	4.47156	4.66061	2.98225	3.23746
"ENSG00000005810"	"MYCBP2"	7.38939	12.7596	14.3512	8.87999	9.52886	15.7744	8.50594	12.3449	11.668	9.28466	12.5909	11.1917	8.1352	11.7702	9.9946	12.1027	10.2274	11.2754	12.5167	9.5044	12.7891	10.3125	7.16446	15.2244
"ENSG00000005812"	"FBXL3"	9.10436	13.3413	23.8174	9.80275	18.5352	12.327	8.38283	8.86493	8.41447	9.07696	12.1541	6.87894	13.981	5.58001	9.51377	12.8245	11.0857	11.7164	19.115	16.2989	14.0937	11.1626	9.62233	21.7771
