"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","immune response","GO:0006955","false",9.62285682565056e-08,7.01669597583869,2118,542,105,20972,"SAMD9,CCL4,CNIH,CCL4L1,ANXA1,ANXA3,TNFSF10,BTNL3,PLD4,C9ORF72,FGL2,LTF,BIRC2,IFIT5,ARL8B,CD164,SRC,PLA2G4A,CTSS,UBE2J1,YTHDF3,CD274,ADAM17,PLSCR1,RC3H2,TRIM52,TAX1BP1,ITM2A,PTPN22,PTPRC,TNFSF13B,STX7,MAP3K1,GSN,KYNU,KIF5B,CCR2,HLX,TRBV10-1,C3AR1,BIRC3,CDC42EP2,CD46,IGLV3-27,RAB44,CD36,GPR65,CD226,TLR10,IFI6,ICOS,NBN,PRF1,IFIT1,ALCAM,C3,UBE2W,IL18BP,TLR5,VNN1,S100A12,PJA2,IFI27,RB1CC1,WDFY1,TRAV40,NKG7,MNDA,HMGB2,DHX36,BCL6,CD74,HSP90AA1,NEK7,CD48,CXCL5,TLR4,TLR9,DDX3X,CTSW,APOBEC3A,TLR8,ALOX15,SNX4,CCL3L3,LY96,PIK3R6,TRAV5,S100A8,MEF2C,PAG1,JAK2,CD58,SRPK1,IL6ST,KIR2DL1,APPL2,IFI44,IGHV1-3,RBM47,IFNGR1,CLEC4D,IFIT2,SENP7,PIK3CA"
"GO:BP","response to biotic stimulus","GO:0009607","false",1.39238868253049e-07,6.85623951536084,1652,542,88,20972,"SAMD9,CCL4,ACTA2,CCL4L1,ANXA1,ANXA3,PLD4,FGL2,ABCA1,SLC30A1,LTF,VWCE,BIRC2,IFIT5,ARL8B,SRC,FAM20A,CTSS,YTHDF3,CD274,ADAM17,CASP3,PLSCR1,DNAJC3,TRIM52,TAX1BP1,PTPN22,PTPRC,ATF2,GSN,KYNU,CHMP5,KIF5B,BIRC3,CDC42EP2,CD46,CD36,CD226,TLR10,TMCO1,IFI6,PRF1,IFIT1,C3,UBE2W,IL18BP,TLR5,VNN1,S100A12,PJA2,NT5C3,IFI27,RB1CC1,WDFY1,NKG7,MNDA,HMGB2,DHX36,CD74,HSP90AA1,RNASE1,NEK7,CXCL5,TLR4,TLR9,DDX3X,APOBEC3A,TLR8,CCL3L3,LY96,PIK3R6,TRAV5,S100A8,MEF2C,JAK2,ABI3,CD58,SRPK1,LDOC1,APPL2,IFI44,RBM47,IFNGR1,TPT1,CLEC4D,IFIT2,PPM1B,SENP7"
"GO:BP","localization","GO:0051179","false",1.69365170013679e-07,6.77117589758346,5493,542,210,20972,"MPP7,OSTM1,TESC,NUP93,SAMD9,CCL4,LAMTOR3,GAS7,CNIH,SRGN,ATP6V1G1,CNIH4,MMD,ITSN2,CEP19,MAN1A1,SLC4A7,ANXA1,ANXA3,NCOR2,LIMS1,ATP6V1C1,CLIC4,FCHO2,PLD4,C9ORF72,RB1,FLNA,RAB8B,SLC40A1,ABCA1,ATP11C,PEX2,SLC30A1,LTF,EMB,SOAT1,SLC44A1,TNPO1,SLC35A5,ARL8B,SRC,BBS10,PLA2G4A,CTSS,UBE2J1,POLR2M,MAP4,ERC1,TAF7,SLC8A1,AGTPBP1,LMBRD1,SLC35A1,SLC30A5,NRG1,RNF139,ADAM17,LRRC26,DPH3,ARHGAP33,CASP3,ARL5A,RHOT1,PLSCR1,MIB1,TRAM1,MRC2,PGRMC1,RAB33B,CYB5R4,YIPF4,PLEKHF2,NSL1,EFHA1,ACAP2,TMX1,MEF2A,ATP11B,TAX1BP1,SLC25A24,PTPN22,NDUFB3,PTPRC,RAP1B,STX7,SHOC2,TM9SF3,TIA1,SNX16,ATF2,SRP9,GSN,CREG1,G6PD,CHMP5,OSBPL8,STAM2,KIF5B,TMEM41B,CCR2,TIMM8B,PNPLA8,GPR27,UHMK1,PDCD10,RAB44,CUL4B,CD36,CSNK1G3,GOLPH3L,TMEM167A,JUP,AP1S2,SPAST,NMD3,TRPM7,DBI,SLC22A4,SLC25A40,TMCO1,VMP1,NPHP3,NBN,VCPIP1,PRF1,IFIT1,STK3,PPM1A,IFT172,FAM91A1,C3,ACSL4,TMED5,CMTM6,ROCK1,VPS36,TMEM30A,SLU7,MT-ATP6,ICA1,XRCC4,IFI27,VRK1,UPK3A,PRR5L,AQP9,PER1,KCNJ2,MT-CO2,KCTD12,RP2,ATP1A3,NKG7,TXN,DHX36,BCL6,DISC1,SCAMP5,CD74,HSP90AA1,ARRDC3,MT-ND6,ERGIC2,UBXN2B,TLR4,MT-ND1,TLR9,DDX3X,IER3IP1,RGS9,RAB36,MAP1S,ALOX15,SNX4,ACCN3,MTMR6,GPR35,LRRK2,SLC38A2,STEAP4,SPNS3,SNX10,MT-ND2,S100A8,MT-ND4,MEF2C,MT-CYB,HBB,ADAM10,TNFAIP6,ARL11,LMNB1,JAK2,ABI3,BRCA2,GAS8,ZDHHC20,KIF27,SCYL2,MFN1,APPL2,PPP1R12A,MAK,P2RX1,ZFYVE16,RNF13,TPT1,ZDHHC17,PIK3CA"
"GO:BP","response to other organism","GO:0051707","false",2.08861635005797e-07,6.68014132658479,1610,542,86,20972,"SAMD9,CCL4,ACTA2,CCL4L1,ANXA1,ANXA3,PLD4,FGL2,ABCA1,SLC30A1,LTF,VWCE,BIRC2,IFIT5,ARL8B,SRC,FAM20A,CTSS,YTHDF3,CD274,ADAM17,CASP3,PLSCR1,DNAJC3,TRIM52,TAX1BP1,PTPN22,PTPRC,ATF2,GSN,KYNU,CHMP5,KIF5B,BIRC3,CDC42EP2,CD46,CD36,CD226,TLR10,IFI6,PRF1,IFIT1,C3,UBE2W,IL18BP,TLR5,VNN1,S100A12,PJA2,NT5C3,IFI27,RB1CC1,WDFY1,NKG7,MNDA,HMGB2,DHX36,CD74,HSP90AA1,RNASE1,NEK7,CXCL5,TLR4,TLR9,DDX3X,APOBEC3A,TLR8,CCL3L3,LY96,PIK3R6,TRAV5,S100A8,MEF2C,JAK2,CD58,SRPK1,LDOC1,APPL2,IFI44,RBM47,IFNGR1,TPT1,CLEC4D,IFIT2,PPM1B,SENP7"
"GO:BP","response to external biotic stimulus","GO:0043207","false",2.29557339339636e-07,6.63910881754074,1613,542,86,20972,"SAMD9,CCL4,ACTA2,CCL4L1,ANXA1,ANXA3,PLD4,FGL2,ABCA1,SLC30A1,LTF,VWCE,BIRC2,IFIT5,ARL8B,SRC,FAM20A,CTSS,YTHDF3,CD274,ADAM17,CASP3,PLSCR1,DNAJC3,TRIM52,TAX1BP1,PTPN22,PTPRC,ATF2,GSN,KYNU,CHMP5,KIF5B,BIRC3,CDC42EP2,CD46,CD36,CD226,TLR10,IFI6,PRF1,IFIT1,C3,UBE2W,IL18BP,TLR5,VNN1,S100A12,PJA2,NT5C3,IFI27,RB1CC1,WDFY1,NKG7,MNDA,HMGB2,DHX36,CD74,HSP90AA1,RNASE1,NEK7,CXCL5,TLR4,TLR9,DDX3X,APOBEC3A,TLR8,CCL3L3,LY96,PIK3R6,TRAV5,S100A8,MEF2C,JAK2,CD58,SRPK1,LDOC1,APPL2,IFI44,RBM47,IFNGR1,TPT1,CLEC4D,IFIT2,PPM1B,SENP7"
"GO:BP","positive regulation of cellular process","GO:0048522","false",3.29965162103009e-07,6.48153191074365,5739,542,216,20972,"CYP1B1,MPP7,PLVAP,TESC,FBXL5,NUP93,CCL4,LAMTOR3,LGR6,ACTA2,CCL4L1,DYNLT3,MMD,ITSN2,ANXA1,ANXA3,TNFSF10,LIMS1,C9ORF72,RB1,FLNA,ANKRD49,RAB8B,SLC40A1,ABCA1,ATP11C,SLC30A1,LTF,MIER1,STRN3,SOAT1,MED21,BIRC2,IFIT5,SRC,PLA2G4A,BAZ1A,FAM20A,CTSS,POC1B,YTHDF3,TAF7,CPNE9,RCHY1,AGTPBP1,CD274,NRG1,RNF139,ADAM17,LRRC26,CASP3,STK17B,GABPA,PLSCR1,RC3H2,MIB1,PGRMC1,DNAJC3,TMX1,SART1,MEF2A,TRIM52,N4BP2L2,PTPN22,PTPRC,WDFY2,TNFSF13B,RAP1B,STX7,SHOC2,ATF2,MSL3,GSN,G6PD,OSBPL8,MOSPD2,SEMA6C,TGFBR1,KIF5B,CCR2,DCUN1D5,HLX,C3AR1,ZFPM1,BIRC3,ZNF24,GPR27,CDC42EP2,UHMK1,CD46,PDCD10,CUL4B,DEK,CD36,CSNK1G3,GOLPH3L,SCOC,TEFM,JUP,SPAST,GPR65,CD226,NMD3,RNFT1,UBE2D1,VMP1,EPHA1,ICOS,CCPG1,SFRP2,NBN,PRF1,STK3,GLI1,PPM1A,IFT172,CHURC1,RFX2,BAG1,SUB1,C3,CREB5,ACSL4,CCP110,ROCK1,TMEM30A,PSMC6,TLR5,RICTOR,TBL1XR1,VNN1,S100A12,CCNT2,PJA2,RB1CC1,WDFY1,PRR5L,PER1,KCNJ2,RWDD3,ZEB1,MAOA,SP3,USP1,MNDA,HMGB2,TXN,DHX36,BCL6,C18ORF32,RRM2B,DISC1,SUZ12,SCAMP5,CD74,HSP90AA1,NEK7,ARRDC3,CXCL5,ZNF281,UBXN2B,MMRN1,TLR4,TLR9,DDX3X,IER3IP1,APOBEC3A,SEMA6B,SPDYC,TLR8,ALOX15,TGFA,SNX4,CCL3L3,PDXP,WNT10A,LY96,FNIP1,PIK3R6,LRRK2,SLC38A2,ADD3,S100A8,MEF2C,HBB,ADAM10,TNFAIP6,BAIAP2L1,PLXNC1,JAK2,FBXO7,ABI3,CD58,SF3A2,BRCA2,IL6ST,GAS8,ARGLU1,APPL2,BACH1,PPP1R12A,MAK,PKN2,P2RX1,RNF13,RBM47,FAM20C,DBP,IFNGR1,NAMPT,CLEC4D,IFIT2,ARID4B,ZDHHC17,PPM1B,PIK3CA"
"GO:BP","defense response","GO:0006952","false",4.02651576549975e-07,6.39507059612299,1883,542,95,20972,"SAMD9,CCL4,PROK2,CCL4L1,ANXA1,ANXA3,PLD4,RB1,FGL2,SLC30A1,LTF,BIRC2,IFIT5,ARL8B,SRC,CTSS,YTHDF3,CD274,ADAM17,CASP3,PLSCR1,DNAJC3,TRIM52,TAX1BP1,PTPN22,PTPRC,GSN,KYNU,KIF5B,CCR2,C3AR1,TSPAN2,BIRC3,CDC42EP2,CD46,RAB44,CD36,CD226,TLR10,IFI6,PRF1,IFIT1,C3,UBE2W,TLR5,RICTOR,VNN1,S100A12,PJA2,NT5C3,IFI27,RB1CC1,WDFY1,PER1,NKG7,MNDA,HMGB2,DHX36,BCL6,CD74,HSP90AA1,RNASE1,NEK7,CD48,CXCL5,TLR4,TLR9,DDX3X,APOBEC3A,TLR8,ALOX15,SNX4,CCL3L3,LY96,PIK3R6,LRRK2,S100A8,MEF2C,TNFAIP6,PSMA6,JAK2,ABI3,CD58,SRPK1,IL6ST,APPL2,P2RX1,RBM47,IFNGR1,NAMPT,CLEC4D,IFIT2,PPM1B,SENP7,NT5E"
"GO:BP","positive regulation of biological process","GO:0048518","false",5.11049726935771e-07,6.29153683942872,6150,542,227,20972,"CYP1B1,MPP7,PLVAP,TESC,FBXL5,NUP93,CCL4,LAMTOR3,PROK2,LGR6,ACTA2,CCL4L1,DYNLT3,MMD,ITSN2,ANXA1,ANXA3,TNFSF10,LIMS1,BTNL3,C9ORF72,RB1,FLNA,ANKRD49,RAB8B,SLC40A1,ABCA1,ATP11C,SLC30A1,LTF,MIER1,STRN3,SOAT1,MED21,BIRC2,IFIT5,SRC,PLA2G4A,BAZ1A,FAM20A,CTSS,POC1B,YTHDF3,TAF7,CPNE9,RCHY1,SLC8A1,AGTPBP1,CD274,NRG1,RNF139,ADAM17,LRRC26,CASP3,STK17B,GABPA,PLSCR1,RC3H2,MIB1,PGRMC1,DNAJC3,TMX1,SART1,MEF2A,TRIM52,N4BP2L2,TAX1BP1,PTPN22,PTPRC,WDFY2,TNFSF13B,RAP1B,STX7,SHOC2,ATF2,MSL3,GSN,G6PD,OSBPL8,MOSPD2,SEMA6C,TGFBR1,KIF5B,CCR2,DCUN1D5,HLX,C3AR1,ZFPM1,BIRC3,ZNF24,GPR27,CDC42EP2,UHMK1,CD46,PDCD10,CUL4B,DEK,CD36,CSNK1G3,GOLPH3L,SCOC,TEFM,JUP,SPAST,GPR65,CD226,NMD3,RNFT1,TLR10,DBI,LRRC70,UBE2D1,VMP1,EPHA1,ICOS,CCPG1,SFRP2,NBN,PRF1,IFIT1,STK3,GLI1,PPM1A,IFT172,CHURC1,RFX2,BAG1,SUB1,C3,CREB5,ACSL4,CCP110,ROCK1,TMEM30A,PSMC6,TLR5,RICTOR,TBL1XR1,VNN1,S100A12,CCNT2,PJA2,RB1CC1,VRK1,WDFY1,PRR5L,PER1,KCNJ2,RWDD3,ZEB1,MAOA,SP3,NKG7,USP1,MNDA,HMGB2,TXN,DHX36,BCL6,C18ORF32,RRM2B,DISC1,SUZ12,SCAMP5,CD74,HSP90AA1,NEK7,ARRDC3,CXCL5,ZNF281,UBXN2B,MMRN1,TLR4,TLR9,DDX3X,IER3IP1,APOBEC3A,SEMA6B,SPDYC,TLR8,ALOX15,TGFA,SNX4,CCL3L3,PDXP,WNT10A,LY96,FNIP1,PIK3R6,LRRK2,SLC38A2,ADD3,S100A8,MEF2C,HBB,ADAM10,TNFAIP6,BAIAP2L1,PLXNC1,JAK2,FBXO7,ABI3,CD58,SRPK1,SF3A2,BRCA2,IL6ST,GAS8,ARGLU1,APPL2,BACH1,PPP1R12A,MAK,PKN2,P2RX1,RNF13,RBM47,FAM20C,DBP,IFNGR1,NAMPT,CLEC4D,IFIT2,ARID4B,ZDHHC17,PPM1B,PIK3CA"
"GO:BP","biological process involved in interspecies interaction between organisms","GO:0044419","false",1.11282059576006e-06,5.95357484514562,1777,542,90,20972,"GPR15,SAMD9,CCL4,ACTA2,CCL4L1,ANXA1,ANXA3,PLD4,FGL2,ABCA1,SLC30A1,LTF,VWCE,BIRC2,IFIT5,ARL8B,SRC,FAM20A,CTSS,YTHDF3,CD274,ADAM17,CASP3,PLSCR1,DNAJC3,TRIM52,TAX1BP1,PTPN22,PTPRC,ATF2,GSN,KYNU,CHMP5,KIF5B,TMEM41B,BIRC3,CDC42EP2,CD46,CD36,CD226,TLR10,IFI6,PRF1,IFIT1,C3,UBE2W,IL18BP,TLR5,VNN1,S100A12,CCNT2,PJA2,NT5C3,IFI27,RB1CC1,WDFY1,NKG7,MNDA,HMGB2,DHX36,CD74,HSP90AA1,RNASE1,NEK7,CXCL5,TLR4,TLR9,DDX3X,APOBEC3A,TLR8,CCL3L3,LY96,PIK3R6,TRAV5,S100A8,MEF2C,JAK2,CD58,SRPK1,LDOC1,ZDHHC20,APPL2,IFI44,RBM47,IFNGR1,TPT1,CLEC4D,IFIT2,PPM1B,SENP7"
"GO:BP","establishment of localization","GO:0051234","false",1.63845411122378e-06,5.78556571755373,4804,542,186,20972,"OSTM1,TESC,NUP93,SAMD9,CCL4,GAS7,CNIH,ATP6V1G1,CNIH4,ITSN2,CEP19,MAN1A1,SLC4A7,ANXA1,ANXA3,NCOR2,LIMS1,ATP6V1C1,CLIC4,FCHO2,PLD4,C9ORF72,FLNA,RAB8B,SLC40A1,ABCA1,ATP11C,PEX2,SLC30A1,LTF,EMB,SOAT1,SLC44A1,TNPO1,SLC35A5,ARL8B,SRC,PLA2G4A,CTSS,UBE2J1,MAP4,ERC1,TAF7,SLC8A1,AGTPBP1,LMBRD1,SLC35A1,SLC30A5,NRG1,RNF139,ADAM17,LRRC26,DPH3,ARHGAP33,CASP3,ARL5A,RHOT1,PLSCR1,MIB1,TRAM1,MRC2,PGRMC1,RAB33B,CYB5R4,YIPF4,PLEKHF2,EFHA1,ACAP2,TMX1,MEF2A,ATP11B,SLC25A24,PTPN22,NDUFB3,PTPRC,RAP1B,STX7,SHOC2,SNX16,ATF2,SRP9,GSN,CREG1,G6PD,CHMP5,OSBPL8,STAM2,KIF5B,TMEM41B,CCR2,TIMM8B,PNPLA8,GPR27,UHMK1,PDCD10,RAB44,CUL4B,CD36,CSNK1G3,GOLPH3L,TMEM167A,JUP,AP1S2,SPAST,NMD3,TRPM7,DBI,SLC22A4,SLC25A40,TMCO1,VMP1,NPHP3,PRF1,IFIT1,STK3,PPM1A,IFT172,FAM91A1,C3,ACSL4,TMED5,CMTM6,ROCK1,VPS36,TMEM30A,SLU7,MT-ATP6,ICA1,IFI27,UPK3A,PRR5L,AQP9,PER1,KCNJ2,MT-CO2,KCTD12,RP2,ATP1A3,NKG7,TXN,SCAMP5,CD74,HSP90AA1,ARRDC3,MT-ND6,ERGIC2,UBXN2B,TLR4,MT-ND1,TLR9,IER3IP1,RGS9,RAB36,MAP1S,ALOX15,SNX4,ACCN3,MTMR6,GPR35,LRRK2,SLC38A2,STEAP4,SPNS3,SNX10,MT-ND2,S100A8,MT-ND4,MEF2C,MT-CYB,HBB,ARL11,LMNB1,JAK2,BRCA2,GAS8,ZDHHC20,KIF27,SCYL2,APPL2,PPP1R12A,MAK,P2RX1,ZFYVE16,TPT1,ZDHHC17,PIK3CA"
"GO:BP","regulation of response to stimulus","GO:0048583","false",2.39245530794377e-06,5.62115616627617,3993,542,161,20972,"CYP1B1,NUP93,CCL4,LAMTOR3,LGR6,ACTA2,PRKAR2B,ANXA1,TNFSF10,NCOR2,PRKACB,LIMS1,BTNL3,C9ORF72,RB1,FGL2,RGS18,FLNA,ABCA1,LTF,MIER1,STRN3,BIRC2,IFIT5,SRC,PLA2G4A,CTSS,YTHDF3,TAF7,SLC8A1,CD274,NRG1,ADAM17,CASP3,PLSCR1,RC3H2,AIDA,HIPK3,TMX1,MEF2A,TRIM52,TAX1BP1,PTPN22,PTPRC,TNFSF13B,RAP1B,STX7,SHOC2,MAP3K1,DENND4A,G6PD,OSBPL8,MOSPD2,TGFBR1,CCR2,MOB4,HLX,C3AR1,BIRC3,PNPLA8,GPR27,CD46,PDCD10,DEK,CD36,CSNK1G3,JUP,CD226,RNFT1,KBTBD7,TLR10,LRRC70,UBE2D1,IFI6,SFRP2,NPHP3,NBN,GNAQ,GNA13,STK3,GLI1,PPM1A,IFT172,C3,UBE2W,ROCK1,TLR5,RICTOR,TBL1XR1,VNN1,S100A12,TMEM170B,PJA2,RB1CC1,WDFY1,PRR5L,PER1,RWDD3,ZEB1,MAOA,KCTD12,NKG7,USP1,MNDA,HMGB2,TXN,KREMEN1,DHX36,BCL6,C18ORF32,RRM2B,ARHGEF17,DISC1,CD74,HSP90AA1,NEK7,ARRDC3,MMRN1,TLR4,TLR9,DDX3X,RGS9,SIAH2,DUSP8,TLR8,ALOX15,TGFA,SNX4,RASA4B,LY96,FNIP1,PIK3R6,LRRK2,SLC38A2,S100A8,USP10,MEF2C,ADAM10,TNFAIP6,PSMA6,PPP4R2,JAK2,FBXO7,RASA2,BRCA2,IL6ST,GAS8,KIR2DL1,SCYL2,APPL2,RNF13,RBM47,FAM20C,TPT1,NAMPT,CLEC4D,ARID4B,ZDHHC17,PPM1B,NT5E,PIK3CA"
"GO:BP","signal transduction","GO:0007165","false",3.76595503384432e-06,5.42412486983977,6063,542,221,20972,"CYP1B1,GPR15,PLVAP,NUP93,LPAR6,CCL4,LAMTOR3,PROK2,LGR6,ACTA2,CNIH,SRGN,CCL4L1,PRKAR2B,OSGIN2,ANXA1,TNFSF10,NCOR2,PRKACB,MOB1A,LIMS1,BTNL3,C9ORF72,RB1,RGS18,FLNA,ABCA1,LTF,MIER1,STRN3,BIRC2,IFIT5,CD164,SRC,GMFB,CTSS,YTHDF3,ERC1,TAF7,SLC8A1,SLK,CD274,NRG1,ADAM17,TDP2,ARHGAP33,CASP3,STK17B,RHOT1,PLSCR1,RC3H2,MIB1,LRRC40,AIDA,PPP1CB,RAB33B,GPR171,HIPK3,MEF2A,TRIM52,TAX1BP1,COPS2,PTPN22,PTPRC,TNFSF13B,RAP1B,LRRN2,SHOC2,MAP3K1,ATF2,DENND4A,OSBPL8,SEMA6C,TGFBR1,STAM2,CCR2,MOB4,HLX,TRBV10-1,C3AR1,BIRC3,PNPLA8,GPR27,CDC42EP2,CD46,PDCD10,RNF138,DEK,CD36,CSNK1G3,MS4A6A,JUP,PPP4R1,GPR65,CD226,KBTBD7,TLR10,DAPP1,TMCO1,UBE2D1,GALNT3,IFI6,EPHA1,SFRP2,NPHP3,NBN,GNAQ,GNA13,P2RY14,PRF1,ALCAM,STK3,GLI1,PPM1A,IFT172,CHURC1,BAG1,C3,UBE2W,ROCK1,TLR5,RICTOR,GPR34,TBL1XR1,VNN1,OSGIN1,S100A12,RAD1,TMEM170B,PJA2,DNAJC25-GNG10,IFI27,RB1CC1,VRK1,WDFY1,PRR5L,RIT1,PER1,RWDD3,ZEB1,MAOA,IQGAP2,KCTD12,NKG7,USP1,MNDA,HMGB2,TXN,KREMEN1,DHX36,BCL6,C18ORF32,RRM2B,ARHGEF17,DISC1,PLCXD2,CD74,EDEM3,NEK7,ARRDC3,CD48,CXCL5,MMRN1,SOS2,TLR4,TLR9,DDX3X,RGS9,SIAH2,DUSP8,CABP4,SEMA6B,TLR8,ALOX15,TGFA,CCL3L3,WNT10A,RASA4B,GPR35,LY96,FNIP1,PIK3R6,LRRK2,S100A8,USP10,MEF2C,ADAM10,TNFAIP6,PLXNC1,PAG1,JAK2,FBXO7,RASA2,SRPK1,BRCA2,IL6ST,TAC3,GAS8,GPR162,KIR2DL1,SCYL2,APPL2,PPP1R12A,MAK,COMMD8,PKN2,P2RX1,ZFYVE16,RNF13,RBM47,FAM20C,IFNGR1,TPT1,NAMPT,CLEC4D,RUNDC3A,ARID4B,ZDHHC17,PPM1B,S1PR5,PIK3CA"
"GO:BP","establishment of localization in cell","GO:0051649","false",4.00361587814907e-06,5.39754759702757,1938,542,94,20972,"NUP93,ATP6V1G1,CNIH4,ITSN2,CEP19,ANXA3,ATP6V1C1,FCHO2,PLD4,C9ORF72,FLNA,RAB8B,SLC40A1,ABCA1,PEX2,SLC30A1,TNPO1,ARL8B,SRC,PLA2G4A,UBE2J1,MAP4,ERC1,AGTPBP1,NRG1,RNF139,CASP3,ARL5A,RHOT1,TRAM1,YIPF4,PLEKHF2,ACAP2,SLC25A24,PTPN22,RAP1B,STX7,SNX16,ATF2,CHMP5,STAM2,KIF5B,TMEM41B,CCR2,TIMM8B,GPR27,UHMK1,PDCD10,RAB44,CD36,TMEM167A,JUP,AP1S2,SPAST,NMD3,SLC25A40,STK3,PPM1A,IFT172,FAM91A1,TMED5,CMTM6,ROCK1,VPS36,TMEM30A,SLU7,IFI27,PRR5L,NKG7,TXN,CD74,HSP90AA1,ERGIC2,UBXN2B,IER3IP1,MAP1S,SNX4,ACCN3,LRRK2,SLC38A2,STEAP4,SNX10,MEF2C,ARL11,LMNB1,JAK2,GAS8,KIF27,SCYL2,APPL2,PPP1R12A,MAK,P2RX1,ZFYVE16"
"GO:BP","protein metabolic process","GO:0019538","false",5.26274834518929e-06,5.27878739663837,4467,542,174,20972,"TESC,FBXL5,FANCL,ST3GAL6,SRGN,RPL22L1,PRKAR2B,MMD,MAN1A1,ANXA1,PRKACB,C9ORF72,RB1,ST6GALNAC3,STT3B,FLNA,ABCA1,PIGK,PEX2,LTF,SOAT1,HAT1,BIRC2,SRC,GMFB,SPOPL,FAM20A,CTSS,UBE2J1,FEM1C,YTHDF3,ERC1,TAF7,RCHY1,AGTPBP1,UBA3,SLC35A1,SLK,SLC30A5,NRG1,RNF139,ADAM17,DPH3,CASP3,STK17B,DPM1,PPIL4,RC3H2,MIB1,AIDA,PPP1CB,PHF20L1,DNAJC3,HIPK3,TMX1,PCNP,TRIM52,PTAR1,RNF11,ITM2A,COPS2,PTPN22,PTPRC,WDFY2,TIA1,MAP3K1,ATF2,SRP9,GSN,PCMT1,CHMP5,TGFBR1,STAM2,GALNT1,DCUN1D5,BIRC3,FBXO30,UHMK1,PDCD10,RNF138,CUL4B,CD36,CSNK1G3,PPP4R1,FAM8A1,RNFT1,TRPM7,KBTBD7,SENP6,DBI,DAPP1,UBE2D1,GALNT3,TPGS2,EPHA1,SFRP2,NBN,B3GNT2,GNAQ,VCPIP1,STK3,PPM1A,IFT172,IMMP1L,C3,UBE2W,ROCK1,B3GAT1,VPS36,PSMC6,TBL1XR1,S100A12,CCNT2,PJA2,VBP1,DNAJC25-GNG10,IFI27,VRK1,PRR5L,RWDD3,RP2,USP1,TXN,DHX36,DISC1,CSTA,PPIAL4G,CD74,EDEM3,HSP90AA1,NEK7,ARRDC3,DSE,UBXN2B,MMP23B,MRPS28,TLR4,TLR9,DDX3X,CTSW,CDKN3,SIAH2,DUSP8,SPDYC,PCMTD2,PDXP,MTMR6,FNIP1,PIK3R6,LRRK2,PIGB,S100A8,USP10,ADAM10,PSMA6,PPP4R2,UBXN4,JAK2,FBXO7,SRPK1,ZDHHC20,SCYL2,PPP1R12A,MAK,C1GALT1,PKN2,RNF13,FAM20C,IFNGR1,ZDHHC17,PPM1B,CLK1,B4GALT7,SENP7"
"GO:BP","defense response to symbiont","GO:0140546","false",7.00829246749868e-06,5.15438778264328,1100,542,63,20972,"SAMD9,CCL4,CCL4L1,ANXA1,PLD4,LTF,BIRC2,IFIT5,ARL8B,SRC,CTSS,YTHDF3,CD274,PLSCR1,TRIM52,TAX1BP1,PTPN22,GSN,KYNU,KIF5B,BIRC3,CDC42EP2,CD46,CD36,CD226,TLR10,IFI6,IFIT1,C3,UBE2W,TLR5,VNN1,S100A12,PJA2,IFI27,RB1CC1,WDFY1,NKG7,MNDA,HMGB2,DHX36,CD74,HSP90AA1,NEK7,CXCL5,TLR4,TLR9,DDX3X,APOBEC3A,TLR8,CCL3L3,LY96,PIK3R6,S100A8,JAK2,CD58,SRPK1,APPL2,RBM47,IFNGR1,CLEC4D,IFIT2,SENP7"
"GO:BP","positive regulation of response to stimulus","GO:0048584","false",8.03646460431061e-06,5.09493496375359,2320,542,106,20972,"CYP1B1,NUP93,CCL4,LAMTOR3,LGR6,ACTA2,ANXA1,TNFSF10,LIMS1,BTNL3,FLNA,LTF,MIER1,BIRC2,IFIT5,SRC,PLA2G4A,CTSS,CD274,NRG1,ADAM17,CASP3,PLSCR1,RC3H2,TMX1,TRIM52,TAX1BP1,PTPN22,PTPRC,TNFSF13B,RAP1B,STX7,SHOC2,OSBPL8,MOSPD2,TGFBR1,CCR2,HLX,C3AR1,BIRC3,GPR27,CD46,PDCD10,CD36,CSNK1G3,JUP,CD226,RNFT1,TLR10,LRRC70,SFRP2,NBN,STK3,GLI1,PPM1A,IFT172,C3,ROCK1,TLR5,RICTOR,TBL1XR1,VNN1,S100A12,PJA2,RB1CC1,WDFY1,PRR5L,RWDD3,MAOA,NKG7,USP1,MNDA,HMGB2,TXN,DHX36,C18ORF32,DISC1,CD74,HSP90AA1,NEK7,ARRDC3,TLR4,TLR9,DDX3X,TLR8,ALOX15,TGFA,SNX4,LY96,FNIP1,PIK3R6,LRRK2,S100A8,MEF2C,ADAM10,JAK2,IL6ST,GAS8,APPL2,RNF13,RBM47,NAMPT,CLEC4D,ZDHHC17,PPM1B,PIK3CA"
